steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      69.40     0.649494       0.000107974      2.00 / 2.04 / 0.21 / 3.00     
2000      64.20     0.609009       0.000137455      2.00 / 8.19 / 2.70 / 10.00    
3000      59.60     0.538863       0.000225781      2.00 / 9.30 / 1.74 / 10.00    
4000      50.10     0.458705       0.000252089      2.00 / 9.57 / 1.41 / 10.00    
5000      44.60     0.417691       0.000267549      2.00 / 9.72 / 1.18 / 10.00    
6000      44.60     0.393673       0.000273114      2.00 / 9.79 / 1.00 / 10.00    
7000      41.80     0.378991       0.000268802      2.00 / 9.72 / 1.15 / 10.00    
8000      37.80     0.351682       0.000282506      2.00 / 9.86 / 0.88 / 10.00    
9000      36.10     0.32739        0.000283923      2.00 / 9.86 / 0.86 / 10.00    
10000     35.80     0.321318       0.000290481      2.00 / 9.92 / 0.64 / 10.00    
11000     33.50     0.299669       0.000289141      2.00 / 9.90 / 0.73 / 10.00    
12000     32.10     0.292927       0.000291478      2.00 / 9.92 / 0.64 / 10.00    
13000     29.70     0.268484       0.000290494      2.00 / 9.92 / 0.64 / 10.00    
14000     28.30     0.267195       0.000290443      2.00 / 9.93 / 0.59 / 10.00    
15000     27.40     0.247778       0.000290174      3.00 / 9.90 / 0.69 / 10.00    
16000     24.90     0.2301         0.000295665      3.00 / 9.96 / 0.45 / 10.00    
17000     21.70     0.212169       0.000295353      2.00 / 9.96 / 0.48 / 10.00    
18000     18.40     0.1851         0.000289835      2.00 / 9.89 / 0.74 / 10.00    
19000     20.40     0.186206       0.000293233      2.00 / 9.91 / 0.65 / 10.00    
20000     18.60     0.175774       0.0002956        3.00 / 9.94 / 0.59 / 10.00    
21000     16.90     0.157685       0.000296506      2.00 / 9.95 / 0.54 / 10.00    
22000     16.10     0.157889       0.000298552      3.00 / 9.97 / 0.43 / 10.00    
23000     16.40     0.154699       0.000296385      3.00 / 9.95 / 0.48 / 10.00    
24000     15.00     0.139137       0.00029408       3.00 / 9.93 / 0.60 / 10.00    
25000     13.30     0.136482       0.00029408       3.00 / 9.92 / 0.64 / 10.00    
26000     12.30     0.11913        0.000298299      3.00 / 9.96 / 0.48 / 10.00    
27000     13.60     0.124921       0.000297456      2.00 / 9.95 / 0.51 / 10.00    
28000     10.70     0.113702       0.000299268      3.00 / 9.96 / 0.47 / 10.00    
29000     11.10     0.0991567      0.000297732      3.00 / 9.94 / 0.58 / 10.00    
30000     10.10     0.0984631      0.000300064      3.00 / 9.97 / 0.38 / 10.00    
31000     10.20     0.0934974      0.000300239      3.00 / 9.97 / 0.41 / 10.00    
32000     7.90      0.0793066      0.000300042      3.00 / 9.97 / 0.41 / 10.00    
33000     7.50      0.0702059      0.000299918      3.00 / 9.97 / 0.41 / 10.00    
34000     7.40      0.065114       0.000299093      3.00 / 9.96 / 0.47 / 10.00    
35000     5.70      0.0570266      0.000300291      3.00 / 9.97 / 0.44 / 10.00    
36000     6.10      0.05484        0.000300836      3.00 / 9.97 / 0.40 / 10.00    
37000     4.90      0.0488176      0.000301245      3.00 / 9.98 / 0.34 / 10.00    
38000     4.10      0.0395988      0.000301989      3.00 / 9.99 / 0.27 / 10.00    
39000     4.60      0.0440621      0.000301799      4.00 / 9.99 / 0.26 / 10.00    
40000     3.70      0.0388888      0.000300108      3.00 / 9.98 / 0.28 / 10.00    
41000     4.40      0.0374248      0.000301624      4.00 / 9.99 / 0.20 / 10.00    
42000     3.30      0.0359199      0.000302263      4.00 / 9.99 / 0.20 / 10.00    
43000     3.00      0.0266909      0.000302923      5.00 / 9.99 / 0.16 / 10.00    
44000     2.20      0.0253471      0.000303361      10.00 / 10.00 / 0.00 / 10.00  
45000     1.70      0.0185591      0.000303421      10.00 / 10.00 / 0.00 / 10.00  
46000     1.80      0.0174771      0.000303491      10.00 / 10.00 / 0.00 / 10.00  
47000     1.40      0.0163179      0.000303353      10.00 / 10.00 / 0.00 / 10.00  
48000     1.60      0.0200657      0.000303459      10.00 / 10.00 / 0.00 / 10.00  
49000     1.60      0.0269972      0.000303347      10.00 / 10.00 / 0.00 / 10.00  
50000     1.80      0.0187011      0.000303296      10.00 / 10.00 / 0.00 / 10.00  
51000     1.20      0.0159871      0.000303429      10.00 / 10.00 / 0.00 / 10.00  
52000     1.30      0.0182977      0.000303213      10.00 / 10.00 / 0.00 / 10.00  
