steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      46.50     0.690562       4.87918e-05      2.00 / 2.00 / 0.00 / 2.00     
2000      47.60     0.692083       0.000129852      1.00 / 2.23 / 0.52 / 3.00     
3000      48.10     0.691427       7.8791e-05       1.00 / 2.28 / 0.49 / 4.00     
4000      51.10     0.694737       0.000168877      2.00 / 2.35 / 0.48 / 3.00     
5000      47.90     0.692953       0.000174458      2.00 / 2.38 / 0.49 / 3.00     
6000      46.90     0.691155       0.000209918      2.00 / 2.38 / 0.50 / 4.00     
7000      46.10     0.689712       0.000274373      2.00 / 2.38 / 0.49 / 3.00     
8000      46.70     0.682567       0.000350645      2.00 / 2.40 / 0.50 / 6.00     
9000      48.50     0.688812       0.000385525      2.00 / 2.39 / 0.57 / 6.00     
10000     44.20     0.681486       0.000426679      2.00 / 2.35 / 0.48 / 3.00     
11000     48.10     0.687843       0.000470378      2.00 / 2.37 / 0.48 / 3.00     
12000     45.30     0.675716       0.000492079      2.00 / 2.44 / 0.73 / 10.00    
13000     44.20     0.671396       0.00054557       2.00 / 2.51 / 1.09 / 10.00    
14000     42.80     0.667612       0.000578459      2.00 / 2.42 / 0.65 / 9.00     
15000     43.90     0.664539       0.000586662      2.00 / 2.42 / 0.61 / 6.00     
16000     44.60     0.665499       0.000575854      2.00 / 2.44 / 0.65 / 8.00     
17000     43.90     0.659072       0.000591845      2.00 / 2.43 / 0.64 / 9.00     
18000     44.40     0.655898       0.00058431       2.00 / 2.46 / 0.70 / 10.00    
19000     44.70     0.64457        0.000556808      1.00 / 2.42 / 0.54 / 7.00     
20000     41.10     0.637249       0.000553144      1.00 / 2.42 / 0.50 / 4.00     
21000     43.20     0.636836       0.000554073      1.00 / 2.45 / 0.52 / 5.00     
22000     41.90     0.628488       0.000534501      2.00 / 2.45 / 0.51 / 5.00     
23000     42.90     0.619835       0.000532154      1.00 / 2.47 / 0.59 / 8.00     
24000     43.70     0.622604       0.000505846      1.00 / 2.47 / 0.50 / 4.00     
25000     42.70     0.611107       0.000540073      1.00 / 2.50 / 0.52 / 5.00     
26000     40.30     0.5976         0.000549824      1.00 / 2.54 / 0.54 / 5.00     
27000     40.20     0.586895       0.000560254      1.00 / 2.53 / 0.57 / 5.00     
28000     37.60     0.568911       0.000607287      1.00 / 2.50 / 0.59 / 6.00     
29000     36.90     0.557122       0.000601543      1.00 / 2.52 / 0.60 / 5.00     
30000     38.00     0.543805       0.000649182      1.00 / 2.53 / 0.62 / 5.00     
31000     36.30     0.526466       0.000669045      1.00 / 2.53 / 0.66 / 4.00     
32000     31.00     0.503695       0.000726092      1.00 / 2.53 / 0.66 / 5.00     
33000     30.90     0.457511       0.000791044      1.00 / 2.58 / 0.64 / 5.00     
34000     22.00     0.398749       0.000853973      1.00 / 2.65 / 0.57 / 4.00     
35000     21.40     0.350868       0.000880934      1.00 / 2.68 / 0.54 / 5.00     
36000     18.90     0.316571       0.000897927      1.00 / 2.65 / 0.56 / 3.00     
37000     16.40     0.280774       0.000904403      1.00 / 2.65 / 0.56 / 3.00     
38000     13.00     0.249706       0.000921081      1.00 / 2.63 / 0.57 / 3.00     
39000     11.80     0.227846       0.000910626      1.00 / 2.65 / 0.57 / 6.00     
40000     9.00      0.199524       0.000881879      1.00 / 2.69 / 0.55 / 3.00     
41000     8.60      0.168122       0.000914112      1.00 / 2.67 / 0.56 / 6.00     
42000     8.00      0.149832       0.000943225      1.00 / 2.65 / 0.57 / 6.00     
43000     6.60      0.136186       0.000933886      1.00 / 2.69 / 0.60 / 6.00     
44000     7.30      0.111503       0.000902183      1.00 / 2.73 / 0.55 / 6.00     
45000     3.20      0.0915357      0.000944935      1.00 / 2.70 / 0.48 / 6.00     
46000     2.40      0.0730122      0.000951503      1.00 / 2.69 / 0.48 / 6.00     
47000     2.10      0.0597616      0.000953222      1.00 / 2.69 / 0.48 / 6.00     
48000     1.40      0.045953       0.000954327      1.00 / 2.70 / 0.47 / 6.00     
49000     1.50      0.0425211      0.000956253      1.00 / 2.70 / 0.46 / 3.00     
50000     1.20      0.0363121      0.000922213      1.00 / 2.73 / 0.44 / 3.00     
51000     0.90      0.0286605      0.000970242      1.00 / 2.69 / 0.47 / 3.00     
52000     1.10      0.0310876      0.000974599      2.00 / 2.68 / 0.47 / 3.00     
53000     1.10      0.0239989      0.000960764      2.00 / 2.70 / 0.46 / 3.00     
54000     0.60      0.0217946      0.000931415      2.00 / 2.73 / 0.44 / 3.00     
55000     0.60      0.0193448      0.000969802      2.00 / 2.69 / 0.46 / 3.00     
56000     0.30      0.0127269      0.000972559      2.00 / 2.69 / 0.46 / 3.00     
57000     0.20      0.0118927      0.000966956      2.00 / 2.70 / 0.46 / 3.00     
58000     0.20      0.00984498     0.000988234      2.00 / 2.68 / 0.47 / 3.00     
59000     0.00      0.00931837     0.000979746      2.00 / 2.69 / 0.46 / 3.00     
60000     0.10      0.00722779     0.00098462       2.00 / 2.68 / 0.47 / 3.00     
61000     0.20      0.00801107     0.000985788      2.00 / 2.68 / 0.47 / 3.00     
62000     0.30      0.00828731     0.000983988      2.00 / 2.68 / 0.47 / 3.00     
63000     0.40      0.00831967     0.000986826      2.00 / 2.68 / 0.47 / 3.00     
64000     0.40      0.00715917     0.000983399      2.00 / 2.68 / 0.47 / 3.00     
65000     0.40      0.00759304     0.000984435      2.00 / 2.68 / 0.47 / 5.00     
66000     0.40      0.00710662     0.000984355      2.00 / 2.68 / 0.47 / 3.00     
67000     0.30      0.00659853     0.000985131      2.00 / 2.68 / 0.47 / 3.00     
68000     0.50      0.0137086      0.000943518      2.00 / 2.73 / 0.45 / 3.00     
69000     0.30      0.00781945     0.000992359      2.00 / 2.67 / 0.47 / 3.00     
70000     0.40      0.00764561     0.00098986       2.00 / 2.67 / 0.47 / 3.00     
71000     0.40      0.0066916      0.000993927      2.00 / 2.67 / 0.47 / 3.00     
