steps     error     softmax loss   
--------------------------------
1000      47.70     0.691401       
2000      48.20     0.693          
3000      47.10     0.690572       
4000      46.20     0.690949       
5000      45.90     0.689894       
6000      45.90     0.691283       
7000      46.50     0.690653       
8000      46.20     0.690453       
9000      46.30     0.691847       
10000     44.40     0.691121       
11000     49.50     0.694718       
12000     46.10     0.690591       
13000     48.50     0.691514       
14000     45.60     0.690908       
15000     47.20     0.691489       
16000     46.00     0.691591       
17000     46.90     0.692794       
18000     45.90     0.690271       
19000     47.00     0.692702       
20000     46.40     0.692041       
21000     46.10     0.691263       
22000     44.20     0.69204        
23000     44.70     0.691406       
24000     44.50     0.691432       
25000     45.40     0.691202       
26000     43.20     0.689989       
27000     45.20     0.690455       
28000     43.80     0.690413       
29000     46.00     0.691767       
30000     44.80     0.690336       
31000     44.90     0.691296       
32000     46.90     0.691361       
33000     46.00     0.691884       
34000     45.10     0.690321       
35000     44.70     0.689785       
36000     47.10     0.691254       
37000     45.50     0.689211       
38000     45.90     0.689386       
39000     46.00     0.690164       
40000     46.00     0.688425       
41000     46.00     0.687669       
42000     46.90     0.687472       
43000     45.70     0.686601       
44000     45.40     0.686501       
45000     44.40     0.685062       
46000     44.70     0.687229       
47000     45.20     0.684681       
48000     45.50     0.686785       
49000     46.90     0.686753       
50000     46.70     0.685147       
51000     46.00     0.684092       
52000     44.30     0.683832       
53000     46.20     0.682935       
54000     44.60     0.684179       
55000     45.20     0.683115       
56000     45.30     0.68341        
57000     44.60     0.681059       
58000     45.00     0.681964       
59000     46.20     0.681841       
60000     46.00     0.68158        
61000     45.90     0.68245        
62000     46.20     0.681915       
63000     45.40     0.68327        
64000     45.80     0.680399       
65000     43.70     0.680703       
66000     46.10     0.683222       
67000     45.00     0.68156        
68000     46.20     0.681932       
69000     43.90     0.68003        
70000     44.40     0.679968       
71000     46.30     0.682176       
72000     43.70     0.678909       
73000     43.90     0.679924       
74000     44.70     0.679757       
75000     46.10     0.680032       
76000     44.70     0.679914       
77000     45.10     0.680732       
78000     44.20     0.679959       
79000     44.10     0.677901       
80000     44.00     0.679249       
81000     44.40     0.679443       
82000     44.90     0.679428       
83000     44.50     0.678038       
84000     45.30     0.679321       
85000     43.00     0.679789       
86000     45.50     0.678646       
87000     44.20     0.679602       
88000     43.60     0.680178       
89000     44.30     0.680667       
90000     43.60     0.678663       
91000     43.40     0.680783       
92000     44.30     0.68211        
93000     45.00     0.680191       
94000     44.70     0.681995       
95000     43.90     0.679049       
96000     44.20     0.680224       
97000     45.70     0.679679       
98000     40.30     0.679006       
99000     43.60     0.680001       
100000    43.90     0.678212       
101000    43.00     0.679347       
102000    42.80     0.67873        
103000    42.30     0.678454       
104000    42.60     0.68075        
105000    44.50     0.679693       
106000    44.20     0.679243       
107000    44.00     0.6801         
108000    43.80     0.680995       
109000    43.00     0.679675       
110000    43.60     0.680194       
111000    43.50     0.67912        
112000    44.20     0.67701        
113000    44.10     0.677854       
114000    44.30     0.679501       
115000    43.30     0.679365       
116000    43.60     0.679861       
117000    43.30     0.680631       
118000    43.00     0.679525       
119000    44.00     0.679191       
120000    43.40     0.67913        
121000    42.70     0.678996       
122000    42.80     0.677922       
123000    44.70     0.679913       
124000    44.50     0.677743       
125000    43.60     0.679141       
126000    44.00     0.679598       
127000    43.40     0.681475       
128000    42.50     0.681492       
129000    42.90     0.679317       
130000    44.50     0.681342       
131000    44.20     0.681628       
132000    43.70     0.680371       
133000    43.60     0.677091       
134000    42.70     0.678777       
135000    43.50     0.678196       
136000    43.00     0.67796        
137000    43.40     0.678816       
138000    44.30     0.679299       
139000    42.90     0.678121       
140000    43.50     0.680269       
141000    44.80     0.68135        
142000    43.80     0.681069       
143000    44.50     0.681331       
144000    42.70     0.680094       
145000    42.40     0.678417       
146000    45.60     0.680583       
147000    46.60     0.683026       
148000    46.10     0.683353       
149000    43.20     0.679566       
150000    44.30     0.67971        
151000    45.10     0.682379       
152000    43.70     0.677956       
153000    44.30     0.681793       
154000    44.70     0.679294       
155000    44.00     0.680623       
156000    46.10     0.682493       
157000    44.30     0.678721       
158000    44.10     0.679113       
159000    45.50     0.681158       
160000    43.10     0.678903       
161000    43.90     0.680268       
162000    43.90     0.67796        
163000    43.00     0.680101       
164000    44.00     0.680443       
165000    44.20     0.680247       
166000    44.00     0.678651       
167000    43.30     0.679507       
168000    43.00     0.679327       
169000    44.10     0.679743       
170000    44.00     0.679288       
171000    42.40     0.680003       
172000    44.10     0.680413       
173000    44.30     0.681391       
174000    45.00     0.680023       
175000    42.80     0.678883       
176000    43.70     0.680238       
177000    44.40     0.678033       
178000    43.70     0.680315       
179000    43.80     0.680113       
180000    45.10     0.68147        
181000    45.70     0.678848       
182000    44.70     0.679861       
183000    44.10     0.678315       
184000    44.90     0.680299       
185000    46.70     0.685292       
186000    45.00     0.68175        
187000    44.00     0.680041       
188000    43.20     0.680911       
189000    43.70     0.681504       
190000    43.40     0.678876       
191000    43.70     0.677728       
192000    42.50     0.680278       
193000    43.80     0.681023       
194000    44.60     0.680731       
195000    44.10     0.679114       
196000    42.90     0.67932        
197000    44.30     0.682961       
198000    45.70     0.681508       
199000    42.40     0.678557       
200000    44.20     0.680841       
201000    46.40     0.683576       
202000    42.80     0.678306       
203000    43.20     0.677767       
204000    45.20     0.679709       
205000    42.90     0.679436       
206000    44.40     0.679704       
207000    44.40     0.679595       
208000    44.80     0.67948        
209000    43.60     0.678859       
210000    44.00     0.681314       
211000    45.50     0.679258       
212000    42.90     0.680619       
213000    44.20     0.678634       
214000    43.50     0.680509       
215000    43.50     0.680246       
216000    44.60     0.679821       
217000    45.00     0.679861       
218000    43.50     0.6783         
219000    44.20     0.68016        
220000    44.30     0.679844       
221000    44.50     0.678942       
222000    44.70     0.67771        
223000    44.10     0.678711       
224000    44.70     0.678984       
225000    43.70     0.679152       
226000    43.10     0.680182       
227000    43.00     0.678657       
228000    44.50     0.679553       
229000    44.20     0.677259       
230000    43.70     0.679601       
231000    43.80     0.678346       
232000    46.00     0.679761       
233000    43.60     0.677986       
234000    42.80     0.678452       
235000    42.70     0.678728       
236000    43.10     0.678568       
237000    43.90     0.677949       
238000    45.50     0.679439       
239000    43.60     0.67814        
240000    46.10     0.681167       
241000    45.80     0.679597       
242000    44.20     0.67942        
243000    44.30     0.679533       
244000    44.70     0.679753       
245000    44.50     0.678923       
246000    44.30     0.678994       
247000    43.30     0.679076       
248000    45.20     0.679058       
249000    43.30     0.679036       
250000    43.80     0.68158        
