steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      48.90     0.691046       0.00832954       1.00 / 1.17 / 0.37 / 2.00     
2000      50.60     0.6942         0.00843869       1.00 / 1.16 / 0.36 / 2.00     
3000      47.40     0.690434       0.00867585       1.00 / 1.13 / 0.34 / 2.00     
4000      46.00     0.691          0.00910137       1.00 / 1.09 / 0.29 / 2.00     
5000      46.00     0.689687       0.0098813        1.00 / 1.01 / 0.11 / 2.00     
6000      46.30     0.691123       0.00936767       1.00 / 1.06 / 0.24 / 2.00     
7000      46.00     0.690304       0.00896341       1.00 / 1.10 / 0.31 / 2.00     
8000      45.80     0.69009        0.00953533       1.00 / 1.05 / 0.21 / 2.00     
9000      44.60     0.691577       0.00896261       1.00 / 1.10 / 0.31 / 2.00     
10000     43.90     0.690829       0.00973305       1.00 / 1.03 / 0.16 / 2.00     
11000     50.70     0.695733       0.00971356       1.00 / 1.03 / 0.17 / 2.00     
12000     45.70     0.690011       0.00946759       1.00 / 1.06 / 0.24 / 3.00     
13000     48.00     0.691405       0.00963437       1.00 / 1.04 / 0.19 / 2.00     
14000     46.20     0.692226       0.00934998       1.00 / 1.07 / 0.26 / 3.00     
15000     47.90     0.691398       0.00984213       1.00 / 1.02 / 0.13 / 2.00     
16000     46.40     0.692022       0.00940006       1.00 / 1.06 / 0.24 / 2.00     
17000     45.70     0.692496       0.00986198       1.00 / 1.02 / 0.15 / 3.00     
18000     45.60     0.690246       0.00922248       1.00 / 1.09 / 0.31 / 3.00     
19000     47.90     0.693111       0.00984339       1.00 / 1.02 / 0.13 / 2.00     
20000     45.70     0.691901       0.00981278       1.00 / 1.02 / 0.14 / 2.00     
21000     46.10     0.691114       0.00926506       1.00 / 1.10 / 0.36 / 3.00     
22000     45.00     0.691356       0.00847801       1.00 / 1.16 / 0.37 / 3.00     
23000     46.80     0.691223       0.00966742       1.00 / 1.03 / 0.18 / 2.00     
24000     46.20     0.691269       0.00948261       1.00 / 1.06 / 0.26 / 3.00     
25000     45.90     0.690696       0.00976437       1.00 / 1.02 / 0.15 / 2.00     
26000     45.70     0.68946        0.00914758       1.00 / 1.09 / 0.30 / 3.00     
27000     46.30     0.690117       0.00852035       1.00 / 1.15 / 0.36 / 2.00     
28000     46.30     0.688529       0.00767961       1.00 / 1.24 / 0.43 / 2.00     
29000     47.00     0.68974        0.00894111       1.00 / 1.11 / 0.31 / 2.00     
