steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      70.90     0.649088       8.63111e-05      2.00 / 2.52 / 0.67 / 10.00    
2000      65.10     0.584776       0.000213318      2.00 / 9.17 / 2.00 / 10.00    
3000      52.90     0.505627       0.000258495      2.00 / 9.67 / 1.35 / 10.00    
4000      49.10     0.458664       0.000274008      2.00 / 9.76 / 1.13 / 10.00    
5000      46.70     0.425194       0.000282551      2.00 / 9.83 / 0.92 / 10.00    
6000      41.10     0.385579       0.000286752      2.00 / 9.88 / 0.75 / 10.00    
7000      39.10     0.3741         0.000284539      2.00 / 9.86 / 0.86 / 10.00    
8000      37.40     0.351655       0.000281304      2.00 / 9.82 / 0.93 / 10.00    
9000      36.10     0.335784       0.000289721      2.00 / 9.89 / 0.71 / 10.00    
10000     34.60     0.319978       0.000292713      2.00 / 9.92 / 0.62 / 10.00    
11000     33.30     0.300382       0.000297258      2.00 / 9.97 / 0.37 / 10.00    
12000     30.90     0.286141       0.000298546      3.00 / 9.98 / 0.27 / 10.00    
13000     29.70     0.269155       0.000297858      3.00 / 9.98 / 0.31 / 10.00    
14000     29.20     0.257449       0.00029919       5.00 / 9.99 / 0.20 / 10.00    
15000     28.90     0.250925       0.000300796      6.00 / 9.99 / 0.13 / 10.00    
16000     26.00     0.235537       0.000301133      6.00 / 10.00 / 0.11 / 10.00   
17000     25.10     0.239254       0.000300251      6.00 / 9.99 / 0.18 / 10.00    
18000     22.30     0.213419       0.000300948      3.00 / 9.99 / 0.23 / 10.00    
19000     23.10     0.207585       0.000301747      4.00 / 9.99 / 0.16 / 10.00    
20000     20.60     0.196376       0.000302301      7.00 / 10.00 / 0.08 / 10.00   
21000     21.90     0.19612        0.000302579      7.00 / 10.00 / 0.05 / 10.00   
22000     20.20     0.180182       0.000302809      10.00 / 10.00 / 0.00 / 10.00  
23000     18.50     0.159949       0.000302253      6.00 / 10.00 / 0.07 / 10.00   
24000     16.60     0.150898       0.000302472      5.00 / 10.00 / 0.09 / 10.00   
25000     16.30     0.141072       0.000303136      6.00 / 10.00 / 0.07 / 10.00   
26000     17.30     0.14325        0.000303163      10.00 / 10.00 / 0.00 / 10.00  
27000     16.30     0.137873       0.00030309       10.00 / 10.00 / 0.00 / 10.00  
28000     15.40     0.133773       0.000303205      7.00 / 10.00 / 0.05 / 10.00   
29000     12.50     0.115666       0.000303318      10.00 / 10.00 / 0.00 / 10.00  
30000     12.90     0.113224       0.000303352      10.00 / 10.00 / 0.00 / 10.00  
31000     11.40     0.110455       0.000303372      10.00 / 10.00 / 0.00 / 10.00  
32000     11.10     0.0952645      0.000303349      10.00 / 10.00 / 0.00 / 10.00  
33000     8.00      0.0830026      0.000303517      10.00 / 10.00 / 0.00 / 10.00  
34000     8.60      0.0836541      0.000303543      10.00 / 10.00 / 0.00 / 10.00  
35000     8.20      0.0832202      0.000303564      10.00 / 10.00 / 0.00 / 10.00  
36000     8.30      0.0731786      0.000303558      10.00 / 10.00 / 0.00 / 10.00  
37000     7.00      0.064386       0.000303561      10.00 / 10.00 / 0.00 / 10.00  
38000     6.00      0.0594161      0.000303575      10.00 / 10.00 / 0.00 / 10.00  
