steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      99.90     8.44199        0.00182058       2.00 / 6.80 / 3.49 / 10.00    
2000      99.50     7.34387        0.00215383       1.00 / 7.19 / 3.59 / 10.00    
3000      98.20     6.67261        0.00235757       1.00 / 7.48 / 3.48 / 10.00    
4000      96.90     6.04115        0.00254974       1.00 / 7.60 / 3.49 / 10.00    
5000      96.20     5.75741        0.00262618       1.00 / 7.63 / 3.51 / 10.00    
6000      93.50     5.28324        0.00266596       1.00 / 7.68 / 3.46 / 10.00    
7000      93.00     5.09458        0.00272331       1.00 / 7.72 / 3.41 / 10.00    
8000      91.00     4.80008        0.00273596       1.00 / 7.75 / 3.37 / 10.00    
9000      90.00     4.60206        0.00273766       1.00 / 7.76 / 3.36 / 10.00    
10000     88.60     4.3865         0.00274803       1.00 / 7.79 / 3.30 / 10.00    
11000     88.00     4.25694        0.00277338       1.00 / 7.84 / 3.26 / 10.00    
12000     87.30     4.05379        0.00275712       1.00 / 7.94 / 3.12 / 10.00    
13000     87.60     4.04073        0.00276193       1.00 / 7.93 / 3.15 / 10.00    
14000     84.30     3.73575        0.00276925       1.00 / 7.93 / 3.13 / 10.00    
15000     84.00     3.56989        0.00277029       1.00 / 8.01 / 3.04 / 10.00    
16000     85.80     3.87748        0.00281009       1.00 / 7.96 / 3.09 / 10.00    
17000     83.00     3.52983        0.00277085       1.00 / 8.07 / 2.98 / 10.00    
18000     81.40     3.42017        0.00276533       1.00 / 8.11 / 2.91 / 10.00    
19000     80.20     3.22366        0.00275413       1.00 / 8.15 / 2.87 / 10.00    
20000     79.10     3.06285        0.00272978       1.00 / 8.20 / 2.80 / 10.00    
21000     78.60     3.12947        0.00277828       1.00 / 8.17 / 2.83 / 10.00    
22000     76.20     2.96967        0.00276063       1.00 / 8.26 / 2.73 / 10.00    
23000     75.30     2.82149        0.00272028       1.00 / 8.28 / 2.71 / 10.00    
24000     74.90     2.83143        0.00277218       1.00 / 8.23 / 2.76 / 10.00    
25000     74.40     2.69091        0.00276826       1.00 / 8.26 / 2.72 / 10.00    
26000     74.10     2.67274        0.00275907       1.00 / 8.28 / 2.71 / 10.00    
27000     73.20     2.59444        0.00274627       1.00 / 8.34 / 2.65 / 10.00    
28000     72.50     2.67127        0.00279446       1.00 / 8.29 / 2.67 / 10.00    
29000     70.10     2.47483        0.00273487       1.00 / 8.34 / 2.64 / 10.00    
30000     70.30     2.34916        0.00283001       1.00 / 8.30 / 2.65 / 10.00    
31000     68.60     2.32622        0.00279989       1.00 / 8.32 / 2.63 / 10.00    
32000     67.40     2.25523        0.00274946       1.00 / 8.38 / 2.59 / 10.00    
33000     69.30     2.23532        0.00272711       1.00 / 8.36 / 2.61 / 10.00    
34000     68.50     2.18525        0.00270587       1.00 / 8.40 / 2.57 / 10.00    
