steps     error     softmax loss   
110000    27.20     0.233125       
111000    26.70     0.23486        
112000    27.50     0.234274       
113000    25.20     0.233335       
114000    26.60     0.238121       
115000    25.50     0.236137       
116000    25.90     0.232306       
117000    26.90     0.23698        
118000    26.20     0.234934       
119000    26.70     0.23309        
120000    25.90     0.228788       
121000    25.80     0.227769       
122000    25.00     0.224426       
123000    25.80     0.225013       
124000    25.60     0.224904       
125000    25.70     0.225185       
126000    25.30     0.222142       
127000    24.90     0.225024       
128000    25.30     0.221932       
129000    25.70     0.224675       
130000    25.20     0.225003       
131000    25.30     0.222548       
132000    26.10     0.225955       
133000    26.20     0.227678       
134000    24.60     0.223083       
135000    25.00     0.22429        
136000    24.90     0.221871       
137000    25.10     0.217069       
138000    24.50     0.216237       
139000    23.40     0.213082       
140000    24.40     0.217958       
141000    24.20     0.215447       
142000    24.50     0.218589       
143000    24.60     0.213736       
144000    25.70     0.218634       
145000    25.30     0.215864       
146000    24.60     0.217021       
147000    24.40     0.214559       
148000    24.50     0.212555       
149000    23.50     0.213019       
150000    23.60     0.214739       
151000    23.80     0.212725       
152000    23.70     0.210787       
153000    23.30     0.209515       
154000    23.00     0.205808       
155000    24.10     0.208402       
156000    24.10     0.207926       
157000    23.00     0.206429       
158000    22.60     0.202872       
159000    23.50     0.206053       
160000    24.20     0.209416       
161000    24.10     0.206051       
162000    23.30     0.207447       
163000    23.40     0.20616        
164000    23.10     0.204741       
165000    23.90     0.208628       
166000    23.90     0.201608       
167000    23.90     0.201958       
168000    22.50     0.206753       
169000    22.60     0.200387       
170000    23.60     0.200703       
171000    23.00     0.200091       
172000    23.50     0.203692       
173000    22.20     0.201176       
174000    22.30     0.196184       
175000    22.10     0.195724       
176000    22.10     0.197403       
177000    22.50     0.195018       
178000    22.10     0.194756       
179000    22.10     0.195134       
180000    21.60     0.195622       
181000    21.60     0.194373       
182000    20.70     0.192858       
183000    20.40     0.193356       
184000    21.00     0.195465       
185000    21.50     0.19402        
186000    21.70     0.192457       
187000    21.30     0.192847       
188000    21.00     0.200518       
189000    21.60     0.190392       
190000    21.20     0.191568       
191000    21.10     0.193222       
192000    21.30     0.191849       
193000    22.10     0.196587       
194000    20.80     0.189276       
195000    21.10     0.18864        
196000    21.50     0.189316       
197000    21.20     0.188252       
198000    21.00     0.194074       
199000    22.10     0.188453       
200000    20.10     0.18595        
201000    21.00     0.186469       
202000    19.80     0.185605       
203000    20.30     0.186107       
204000    20.40     0.186925       
205000    20.90     0.188142       
206000    21.10     0.189564       
207000    21.00     0.186942       
208000    20.70     0.183613       
209000    20.60     0.183108       
210000    21.00     0.183848       
211000    20.40     0.182697       
212000    19.80     0.181049       
213000    19.90     0.183719       
214000    20.20     0.182745       
215000    20.10     0.18017        
216000    20.20     0.181603       
217000    19.70     0.177891       
218000    19.30     0.179841       
219000    19.40     0.180806       
220000    20.30     0.179542       
221000    20.40     0.183054       
222000    20.10     0.18117        
223000    19.30     0.18108        
224000    19.40     0.181335       
225000    20.00     0.179424       
226000    19.20     0.178963       
227000    19.50     0.177468       
228000    20.10     0.175237       
229000    19.10     0.17609        
230000    19.40     0.177085       
231000    19.30     0.173729       
232000    19.30     0.177026       
233000    18.80     0.17484        
234000    19.90     0.175765       
235000    20.40     0.180965       
236000    19.80     0.179327       
237000    19.50     0.179004       
238000    19.60     0.181745       
239000    20.00     0.179543       
240000    20.60     0.177281       
241000    19.80     0.18069        
242000    20.30     0.178761       
243000    19.80     0.180449       
244000    20.10     0.173224       
245000    19.80     0.175943       
246000    19.80     0.17645        
247000    20.10     0.175296       
248000    20.10     0.17837        
249000    20.00     0.177503       
250000    20.20     0.178165       
