steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      99.90     8.65331        0.000178964      2.00 / 6.48 / 3.51 / 10.00    
2000      99.60     7.28797        0.000210813      1.00 / 7.07 / 3.60 / 10.00    
3000      99.40     6.79358        0.000234369      1.00 / 7.48 / 3.51 / 10.00    
4000      97.90     6.27754        0.000250216      1.00 / 7.57 / 3.49 / 10.00    
5000      96.80     5.88701        0.000260928      1.00 / 7.45 / 3.59 / 10.00    
6000      94.40     5.46236        0.00026333       1.00 / 7.64 / 3.44 / 10.00    
7000      92.80     5.13876        0.000265409      1.00 / 7.62 / 3.44 / 10.00    
8000      92.20     4.91766        0.000267746      1.00 / 7.69 / 3.38 / 10.00    
9000      91.20     4.73777        0.000267828      1.00 / 7.71 / 3.33 / 10.00    
10000     90.00     4.60111        0.000266982      1.00 / 7.79 / 3.27 / 10.00    
11000     89.70     4.4717         0.000270425      1.00 / 7.73 / 3.28 / 10.00    
12000     88.80     4.30483        0.000269265      1.00 / 7.79 / 3.24 / 10.00    
13000     87.40     4.22171        0.000270901      1.00 / 7.78 / 3.26 / 10.00    
14000     85.30     4.07708        0.000271982      1.00 / 7.81 / 3.21 / 10.00    
15000     86.60     3.91336        0.000270944      1.00 / 7.75 / 3.25 / 10.00    
16000     84.20     3.81127        0.000266777      1.00 / 7.76 / 3.20 / 10.00    
17000     85.10     3.73066        0.000265514      1.00 / 7.83 / 3.15 / 10.00    
18000     84.40     3.85701        0.000268457      1.00 / 7.81 / 3.15 / 10.00    
19000     82.60     3.60273        0.00027094       1.00 / 7.85 / 3.13 / 10.00    
20000     83.10     3.64275        0.000270405      1.00 / 7.81 / 3.15 / 10.00    
21000     84.70     3.75697        0.000268515      1.00 / 7.87 / 3.09 / 10.00    
22000     81.90     3.3643         0.000268689      1.00 / 7.93 / 3.05 / 10.00    
23000     80.40     3.20941        0.000268054      1.00 / 8.00 / 2.97 / 10.00    
24000     78.50     3.0868         0.000272124      1.00 / 8.00 / 2.98 / 10.00    
25000     80.50     3.2483         0.000271449      1.00 / 8.02 / 2.94 / 10.00    
26000     76.40     2.89449        0.000271049      1.00 / 8.11 / 2.87 / 10.00    
27000     74.70     2.92563        0.000271925      1.00 / 8.11 / 2.86 / 10.00    
28000     74.40     2.72245        0.000267356      1.00 / 8.24 / 2.75 / 10.00    
29000     72.00     2.69533        0.000273779      1.00 / 8.15 / 2.83 / 10.00    
30000     72.60     2.66052        0.00027251       1.00 / 8.17 / 2.80 / 10.00    
31000     74.40     2.60972        0.000274618      1.00 / 8.21 / 2.77 / 10.00    
32000     71.30     2.51347        0.000273022      1.00 / 8.18 / 2.79 / 10.00    
33000     71.00     2.51594        0.000273125      1.00 / 8.21 / 2.76 / 10.00    
34000     70.60     2.52147        0.000271337      1.00 / 8.24 / 2.74 / 10.00    
35000     71.60     2.40529        0.000275075      1.00 / 8.23 / 2.75 / 10.00    
36000     67.00     2.20338        0.000267967      1.00 / 8.34 / 2.67 / 10.00    
37000     66.10     2.13532        0.000275356      1.00 / 8.29 / 2.69 / 10.00    
38000     66.10     2.14765        0.000274484      1.00 / 8.30 / 2.68 / 10.00    
39000     63.30     2.00385        0.00027169       1.00 / 8.52 / 2.47 / 10.00    
40000     61.20     1.96331        0.000270877      1.00 / 8.53 / 2.45 / 10.00    
41000     67.80     2.61964        0.000274438      1.00 / 8.52 / 2.50 / 10.00    
42000     61.60     1.9349         0.000274033      1.00 / 8.52 / 2.48 / 10.00    
43000     57.70     1.78083        0.000283028      1.00 / 8.47 / 2.53 / 10.00    
44000     56.80     1.81695        0.000279849      1.00 / 8.47 / 2.53 / 10.00    
45000     53.80     1.62528        0.000283005      1.00 / 8.47 / 2.52 / 10.00    
46000     54.50     1.62413        0.000289865      1.00 / 8.44 / 2.56 / 10.00    
47000     56.40     1.79381        0.000278554      1.00 / 8.51 / 2.50 / 10.00    
48000     52.60     1.56788        0.00028353       1.00 / 8.49 / 2.53 / 10.00    
49000     50.70     1.49635        0.000287121      1.00 / 8.38 / 2.63 / 10.00    
50000     50.20     1.48157        0.000284374      1.00 / 8.41 / 2.61 / 10.00    
51000     53.60     1.57093        0.000285078      1.00 / 8.44 / 2.57 / 10.00    
52000     49.80     1.4567         0.000288227      1.00 / 8.43 / 2.57 / 10.00    
53000     49.30     1.44806        0.000290668      1.00 / 8.43 / 2.56 / 10.00    
54000     54.40     1.9089         0.000297153      1.00 / 8.35 / 2.66 / 10.00    
55000     50.40     1.44271        0.000287457      1.00 / 8.41 / 2.62 / 10.00    
56000     50.20     1.49404        0.000294692      1.00 / 8.34 / 2.70 / 10.00    
57000     48.80     1.41574        0.000294368      1.00 / 8.38 / 2.63 / 10.00    
58000     48.50     1.32318        0.000297536      1.00 / 8.33 / 2.68 / 10.00    
59000     49.90     1.51937        0.00030411       1.00 / 8.29 / 2.72 / 10.00    
60000     49.70     1.55844        0.000299573      1.00 / 8.32 / 2.70 / 10.00    
61000     52.20     1.68116        0.000302625      1.00 / 8.27 / 2.73 / 10.00    
