steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      48.50     0.692657       0.00545189       1.00 / 1.46 / 0.50 / 2.00     
2000      47.10     0.692033       0.00703603       1.00 / 1.30 / 0.46 / 2.00     
3000      46.20     0.690718       0.00841074       1.00 / 1.16 / 0.37 / 2.00     
4000      47.50     0.692502       0.0067333        1.00 / 1.33 / 0.47 / 2.00     
5000      48.20     0.692589       0.00920966       1.00 / 1.08 / 0.27 / 2.00     
6000      47.20     0.690685       0.00899193       1.00 / 1.10 / 0.30 / 2.00     
7000      48.20     0.691179       0.00903333       1.00 / 1.10 / 0.30 / 3.00     
8000      47.90     0.691495       0.00905288       1.00 / 1.12 / 0.40 / 4.00     
9000      46.10     0.692429       0.00994078       1.00 / 1.02 / 0.26 / 6.00     
10000     48.20     0.691406       0.00972345       1.00 / 1.07 / 0.47 / 6.00     
11000     49.10     0.693539       0.00971407       1.00 / 1.04 / 0.29 / 5.00     
12000     48.20     0.693324       0.00958554       1.00 / 1.05 / 0.23 / 3.00     
13000     46.60     0.691515       0.00946745       1.00 / 1.09 / 0.42 / 4.00     
14000     44.80     0.68999        0.00799168       1.00 / 1.25 / 0.56 / 4.00     
15000     46.30     0.690487       0.0095835        1.00 / 1.05 / 0.27 / 3.00     
16000     45.80     0.690518       0.00987185       1.00 / 1.02 / 0.18 / 3.00     
17000     46.70     0.690675       0.00871318       1.00 / 1.18 / 0.48 / 3.00     
18000     45.60     0.689476       0.00823773       1.00 / 1.24 / 0.53 / 4.00     
19000     44.80     0.690636       0.00973436       1.00 / 1.03 / 0.18 / 3.00     
20000     45.90     0.690831       0.00822246       1.00 / 1.20 / 0.45 / 3.00     
21000     48.10     0.692422       0.00895534       1.00 / 1.11 / 0.33 / 3.00     
22000     49.60     0.693111       0.00998026       1.00 / 1.00 / 0.04 / 2.00     
23000     47.50     0.691611       0.0090889        1.00 / 1.10 / 0.30 / 3.00     
24000     45.90     0.690864       0.00811358       1.00 / 1.20 / 0.40 / 3.00     
