steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      69.50     0.650259       0.277481         1.00 / 1.09 / 0.28 / 2.00     
2000      67.90     0.645339       0.294812         1.00 / 1.03 / 0.17 / 2.00     
3000      69.50     0.637149       0.294906         1.00 / 1.03 / 0.17 / 2.00     
4000      65.10     0.617544       0.30281          1.00 / 1.00 / 0.05 / 2.00     
5000      62.40     0.602472       0.300435         1.00 / 1.01 / 0.10 / 2.00     
6000      62.20     0.589141       0.302908         1.00 / 1.00 / 0.05 / 2.00     
7000      61.40     0.571452       0.302314         1.00 / 1.00 / 0.07 / 2.00     
8000      58.90     0.556942       0.302907         1.00 / 1.00 / 0.05 / 2.00     
9000      58.80     0.540501       0.303303         1.00 / 1.00 / 0.03 / 2.00     
10000     57.40     0.52989        0.303501         1.00 / 1.00 / 0.02 / 2.00     
11000     57.70     0.518974       0.3036           1.00 / 1.00 / 0.00 / 1.00     
12000     57.70     0.513587       0.303205         1.00 / 1.00 / 0.04 / 2.00     
13000     56.80     0.49779        0.3036           1.00 / 1.00 / 0.00 / 1.00     
14000     54.40     0.485664       0.303402         1.00 / 1.00 / 0.03 / 2.00     
15000     51.50     0.475476       0.3036           1.00 / 1.00 / 0.00 / 1.00     
16000     50.70     0.466947       0.3036           1.00 / 1.00 / 0.00 / 1.00     
17000     50.00     0.456982       0.3036           1.00 / 1.00 / 0.00 / 1.00     
18000     49.40     0.448274       0.3036           1.00 / 1.00 / 0.00 / 1.00     
19000     48.50     0.442441       0.3036           1.00 / 1.00 / 0.00 / 1.00     
20000     48.60     0.434482       0.3036           1.00 / 1.00 / 0.00 / 1.00     
21000     45.50     0.426956       0.3036           1.00 / 1.00 / 0.00 / 1.00     
22000     45.60     0.422677       0.3036           1.00 / 1.00 / 0.00 / 1.00     
23000     45.10     0.411947       0.3036           1.00 / 1.00 / 0.00 / 1.00     
24000     44.00     0.403764       0.3036           1.00 / 1.00 / 0.00 / 1.00     
25000     44.20     0.401104       0.3036           1.00 / 1.00 / 0.00 / 1.00     
26000     43.20     0.393827       0.3036           1.00 / 1.00 / 0.00 / 1.00     
27000     41.50     0.380993       0.3036           1.00 / 1.00 / 0.00 / 1.00     
28000     41.50     0.376112       0.3036           1.00 / 1.00 / 0.00 / 1.00     
29000     39.60     0.367264       0.3036           1.00 / 1.00 / 0.00 / 1.00     
30000     38.60     0.364464       0.3036           1.00 / 1.00 / 0.00 / 1.00     
31000     37.90     0.358258       0.3036           1.00 / 1.00 / 0.00 / 1.00     
32000     38.10     0.353774       0.3036           1.00 / 1.00 / 0.00 / 1.00     
33000     37.30     0.349993       0.3036           1.00 / 1.00 / 0.00 / 1.00     
34000     39.20     0.351964       0.3036           1.00 / 1.00 / 0.00 / 1.00     
35000     37.50     0.347134       0.3036           1.00 / 1.00 / 0.00 / 1.00     
36000     36.40     0.339195       0.3036           1.00 / 1.00 / 0.00 / 1.00     
37000     38.10     0.342701       0.3036           1.00 / 1.00 / 0.00 / 1.00     
38000     35.40     0.333709       0.3036           1.00 / 1.00 / 0.00 / 1.00     
39000     36.10     0.33443        0.3036           1.00 / 1.00 / 0.00 / 1.00     
40000     34.30     0.329913       0.3036           1.00 / 1.00 / 0.00 / 1.00     
41000     34.60     0.327063       0.3036           1.00 / 1.00 / 0.00 / 1.00     
42000     32.80     0.324831       0.3036           1.00 / 1.00 / 0.00 / 1.00     
43000     33.50     0.321462       0.3036           1.00 / 1.00 / 0.00 / 1.00     
44000     34.00     0.317953       0.3036           1.00 / 1.00 / 0.00 / 1.00     
45000     33.00     0.311321       0.3036           1.00 / 1.00 / 0.00 / 1.00     
46000     31.70     0.310003       0.3036           1.00 / 1.00 / 0.00 / 1.00     
47000     34.00     0.311664       0.3036           1.00 / 1.00 / 0.00 / 1.00     
48000     33.90     0.315531       0.3036           1.00 / 1.00 / 0.00 / 1.00     
49000     34.00     0.31333        0.3036           1.00 / 1.00 / 0.00 / 1.00     
50000     34.10     0.309623       0.3036           1.00 / 1.00 / 0.00 / 1.00     
51000     33.20     0.310175       0.3036           1.00 / 1.00 / 0.00 / 1.00     
52000     32.50     0.301988       0.3036           1.00 / 1.00 / 0.00 / 1.00     
53000     33.50     0.303901       0.3036           1.00 / 1.00 / 0.00 / 1.00     
54000     31.80     0.301375       0.3036           1.00 / 1.00 / 0.00 / 1.00     
55000     32.90     0.300715       0.3036           1.00 / 1.00 / 0.00 / 1.00     
56000     31.70     0.301735       0.3036           1.00 / 1.00 / 0.00 / 1.00     
57000     30.70     0.293262       0.3036           1.00 / 1.00 / 0.00 / 1.00     
58000     30.90     0.29132        0.3036           1.00 / 1.00 / 0.00 / 1.00     
59000     31.50     0.289849       0.3036           1.00 / 1.00 / 0.00 / 1.00     
60000     30.70     0.295149       0.3036           1.00 / 1.00 / 0.00 / 1.00     
61000     31.90     0.292852       0.3036           1.00 / 1.00 / 0.00 / 1.00     
62000     31.10     0.283813       0.3036           1.00 / 1.00 / 0.00 / 1.00     
63000     31.30     0.290576       0.3036           1.00 / 1.00 / 0.00 / 1.00     
64000     31.10     0.283437       0.3036           1.00 / 1.00 / 0.00 / 1.00     
65000     31.80     0.283392       0.3036           1.00 / 1.00 / 0.00 / 1.00     
66000     31.00     0.281992       0.3036           1.00 / 1.00 / 0.00 / 1.00     
67000     30.50     0.275732       0.3036           1.00 / 1.00 / 0.00 / 1.00     
68000     30.60     0.278377       0.3036           1.00 / 1.00 / 0.00 / 1.00     
69000     30.00     0.275983       0.3036           1.00 / 1.00 / 0.00 / 1.00     
70000     29.50     0.27136        0.3036           1.00 / 1.00 / 0.00 / 1.00     
71000     28.80     0.272967       0.3036           1.00 / 1.00 / 0.00 / 1.00     
72000     28.70     0.273679       0.3036           1.00 / 1.00 / 0.00 / 1.00     
73000     28.50     0.268231       0.3036           1.00 / 1.00 / 0.00 / 1.00     
74000     29.20     0.268768       0.3036           1.00 / 1.00 / 0.00 / 1.00     
75000     29.00     0.266639       0.3036           1.00 / 1.00 / 0.00 / 1.00     
76000     27.60     0.265017       0.3036           1.00 / 1.00 / 0.00 / 1.00     
77000     28.40     0.261865       0.3036           1.00 / 1.00 / 0.00 / 1.00     
78000     28.70     0.263601       0.3036           1.00 / 1.00 / 0.00 / 1.00     
79000     28.10     0.2655         0.3036           1.00 / 1.00 / 0.00 / 1.00     
80000     28.60     0.260094       0.3036           1.00 / 1.00 / 0.00 / 1.00     
81000     28.70     0.25833        0.3036           1.00 / 1.00 / 0.00 / 1.00     
82000     27.60     0.261142       0.3036           1.00 / 1.00 / 0.00 / 1.00     
83000     27.90     0.259182       0.3036           1.00 / 1.00 / 0.00 / 1.00     
84000     27.80     0.259279       0.3036           1.00 / 1.00 / 0.00 / 1.00     
85000     28.80     0.25756        0.3036           1.00 / 1.00 / 0.00 / 1.00     
86000     27.50     0.257422       0.3036           1.00 / 1.00 / 0.00 / 1.00     
87000     27.00     0.254074       0.3036           1.00 / 1.00 / 0.00 / 1.00     
88000     27.50     0.253665       0.3036           1.00 / 1.00 / 0.00 / 1.00     
89000     27.10     0.25606        0.3036           1.00 / 1.00 / 0.00 / 1.00     
90000     27.80     0.253525       0.3036           1.00 / 1.00 / 0.00 / 1.00     
91000     28.10     0.250774       0.3036           1.00 / 1.00 / 0.00 / 1.00     
92000     28.10     0.249133       0.3036           1.00 / 1.00 / 0.00 / 1.00     
93000     29.00     0.245182       0.3036           1.00 / 1.00 / 0.00 / 1.00     
94000     27.30     0.249379       0.3036           1.00 / 1.00 / 0.00 / 1.00     
95000     26.70     0.250502       0.3036           1.00 / 1.00 / 0.00 / 1.00     
96000     27.30     0.248096       0.3036           1.00 / 1.00 / 0.00 / 1.00     
97000     27.50     0.248636       0.3036           1.00 / 1.00 / 0.00 / 1.00     
98000     27.20     0.249328       0.3036           1.00 / 1.00 / 0.00 / 1.00     
99000     27.10     0.246947       0.3036           1.00 / 1.00 / 0.00 / 1.00     
100000    26.40     0.247404       0.3036           1.00 / 1.00 / 0.00 / 1.00     
101000    27.50     0.2505         0.3036           1.00 / 1.00 / 0.00 / 1.00     
102000    27.10     0.250217       0.3036           1.00 / 1.00 / 0.00 / 1.00     
103000    25.40     0.245655       0.3036           1.00 / 1.00 / 0.00 / 1.00     
104000    26.80     0.244976       0.3036           1.00 / 1.00 / 0.00 / 1.00     
105000    25.70     0.240594       0.3036           1.00 / 1.00 / 0.00 / 1.00     
106000    27.00     0.244274       0.3036           1.00 / 1.00 / 0.00 / 1.00     
107000    25.50     0.23993        0.3036           1.00 / 1.00 / 0.00 / 1.00     
108000    26.60     0.239859       0.3036           1.00 / 1.00 / 0.00 / 1.00     
109000    26.90     0.244151       0.3036           1.00 / 1.00 / 0.00 / 1.00     
110000    26.80     0.238504       0.3036           1.00 / 1.00 / 0.00 / 1.00     
111000    25.60     0.236969       0.3036           1.00 / 1.00 / 0.00 / 1.00     
112000    26.10     0.237184       0.3036           1.00 / 1.00 / 0.00 / 1.00     
113000    25.60     0.236339       0.3036           1.00 / 1.00 / 0.00 / 1.00     
114000    26.50     0.23955        0.3036           1.00 / 1.00 / 0.00 / 1.00     
115000    25.60     0.239657       0.3036           1.00 / 1.00 / 0.00 / 1.00     
116000    25.80     0.236543       0.3036           1.00 / 1.00 / 0.00 / 1.00     
117000    26.60     0.243513       0.3036           1.00 / 1.00 / 0.00 / 1.00     
118000    25.60     0.237148       0.3036           1.00 / 1.00 / 0.00 / 1.00     
119000    24.90     0.234708       0.3036           1.00 / 1.00 / 0.00 / 1.00     
120000    24.70     0.232309       0.3036           1.00 / 1.00 / 0.00 / 1.00     
121000    26.10     0.230967       0.3036           1.00 / 1.00 / 0.00 / 1.00     
122000    25.60     0.228096       0.3036           1.00 / 1.00 / 0.00 / 1.00     
123000    26.10     0.234805       0.3036           1.00 / 1.00 / 0.00 / 1.00     
124000    25.30     0.23156        0.3036           1.00 / 1.00 / 0.00 / 1.00     
125000    25.10     0.232523       0.3036           1.00 / 1.00 / 0.00 / 1.00     
126000    24.40     0.2303         0.3036           1.00 / 1.00 / 0.00 / 1.00     
127000    24.50     0.226966       0.3036           1.00 / 1.00 / 0.00 / 1.00     
128000    25.80     0.229899       0.3036           1.00 / 1.00 / 0.00 / 1.00     
129000    24.90     0.233158       0.3036           1.00 / 1.00 / 0.00 / 1.00     
130000    26.40     0.231975       0.3036           1.00 / 1.00 / 0.00 / 1.00     
131000    25.60     0.226425       0.3036           1.00 / 1.00 / 0.00 / 1.00     
132000    24.50     0.226207       0.3036           1.00 / 1.00 / 0.00 / 1.00     
133000    26.20     0.232788       0.3036           1.00 / 1.00 / 0.00 / 1.00     
134000    26.40     0.230984       0.3036           1.00 / 1.00 / 0.00 / 1.00     
135000    25.30     0.22895        0.3036           1.00 / 1.00 / 0.00 / 1.00     
136000    24.50     0.227997       0.3036           1.00 / 1.00 / 0.00 / 1.00     
137000    24.60     0.229635       0.3036           1.00 / 1.00 / 0.00 / 1.00     
138000    25.40     0.224847       0.3036           1.00 / 1.00 / 0.00 / 1.00     
139000    25.80     0.22452        0.3036           1.00 / 1.00 / 0.00 / 1.00     
