steps     error     softmax loss   
204000    44.50     0.682725       
205000    45.10     0.684052       
206000    45.30     0.683845       
207000    44.10     0.685443       
208000    45.90     0.684231       
209000    44.40     0.684896       
210000    44.30     0.684175       
211000    45.00     0.685013       
212000    45.00     0.682363       
213000    45.30     0.685868       
214000    44.40     0.683188       
215000    45.60     0.685251       
216000    44.70     0.683519       
217000    46.00     0.682972       
218000    43.70     0.684067       
219000    44.20     0.68438        
220000    44.00     0.685769       
221000    45.10     0.684887       
222000    45.30     0.683479       
223000    45.60     0.683752       
224000    44.50     0.685667       
225000    45.90     0.685515       
226000    44.90     0.683879       
227000    45.40     0.682772       
228000    44.40     0.682785       
229000    44.80     0.685374       
230000    45.00     0.685136       
231000    43.70     0.682513       
232000    44.80     0.682842       
233000    44.30     0.68275        
234000    43.40     0.682189       
235000    44.00     0.682826       
236000    44.80     0.684715       
237000    44.00     0.683424       
238000    43.80     0.681575       
239000    43.90     0.683507       
240000    43.60     0.681565       
241000    42.90     0.68173        
242000    43.00     0.681149       
243000    43.90     0.683275       
244000    43.80     0.683667       
245000    44.50     0.682361       
246000    44.20     0.683569       
247000    43.90     0.681665       
248000    43.30     0.683894       
249000    45.30     0.68441        
250000    44.50     0.683516       
