steps     error     softmax loss   
111000    44.50     0.683629       
112000    43.60     0.68374        
113000    45.80     0.684681       
114000    43.90     0.682065       
115000    43.90     0.683415       
116000    43.90     0.682045       
117000    44.10     0.684716       
118000    45.00     0.6831         
119000    44.80     0.682951       
120000    45.00     0.68357        
121000    45.00     0.685632       
122000    44.60     0.68223        
123000    42.80     0.68409        
124000    44.30     0.682343       
125000    44.40     0.682533       
126000    44.20     0.682346       
127000    45.10     0.683446       
128000    44.50     0.681988       
129000    43.60     0.681385       
130000    45.00     0.684718       
131000    44.60     0.683814       
132000    44.70     0.682446       
133000    44.10     0.681183       
134000    43.50     0.68273        
135000    44.20     0.683434       
136000    43.50     0.682973       
137000    44.50     0.681256       
138000    43.70     0.68213        
139000    45.80     0.685592       
140000    44.40     0.684306       
141000    44.50     0.682857       
142000    44.20     0.681055       
143000    45.10     0.683314       
144000    45.60     0.682303       
145000    45.80     0.683597       
146000    44.70     0.68224        
147000    44.40     0.68194        
148000    45.20     0.681846       
149000    44.80     0.68296        
150000    44.50     0.680141       
151000    46.20     0.685292       
152000    42.30     0.681951       
153000    44.00     0.682259       
154000    44.20     0.681931       
155000    44.60     0.682786       
156000    44.10     0.681499       
157000    44.80     0.681955       
158000    44.70     0.684105       
159000    45.20     0.682183       
160000    44.20     0.681166       
161000    45.00     0.681186       
162000    43.10     0.681938       
163000    45.10     0.683776       
164000    44.20     0.683029       
165000    45.40     0.681687       
166000    44.50     0.68217        
167000    45.40     0.683747       
168000    44.40     0.681562       
169000    44.60     0.682481       
170000    45.50     0.681726       
171000    44.80     0.683767       
172000    45.10     0.684363       
173000    43.80     0.683866       
174000    44.60     0.681977       
175000    44.70     0.681523       
176000    43.80     0.682142       
177000    44.80     0.684182       
178000    44.50     0.682028       
179000    43.00     0.683066       
180000    43.70     0.680765       
181000    44.50     0.680266       
182000    44.30     0.681461       
183000    43.80     0.682113       
184000    43.10     0.680192       
185000    44.60     0.681572       
186000    43.30     0.681854       
187000    43.90     0.680746       
188000    43.80     0.681929       
189000    44.10     0.682703       
190000    43.90     0.682709       
191000    44.60     0.681351       
192000    43.60     0.683071       
193000    45.20     0.683152       
194000    43.70     0.683691       
195000    43.40     0.681454       
196000    44.20     0.682893       
197000    42.80     0.680679       
198000    44.20     0.683          
199000    44.00     0.682141       
200000    42.80     0.681871       
201000    45.70     0.682414       
202000    45.50     0.682793       
203000    44.30     0.682612       
204000    43.20     0.682084       
205000    43.40     0.681555       
206000    44.30     0.681106       
207000    43.70     0.682797       
208000    44.40     0.682088       
209000    43.90     0.679782       
210000    44.30     0.681624       
211000    45.00     0.682368       
212000    45.10     0.683082       
213000    43.20     0.68156        
214000    43.90     0.682871       
215000    43.30     0.681209       
216000    45.00     0.681672       
217000    44.00     0.682444       
218000    44.00     0.680919       
219000    44.50     0.682492       
220000    43.40     0.682778       
221000    43.20     0.681688       
222000    44.00     0.683368       
223000    44.30     0.685152       
224000    43.90     0.68339        
225000    43.40     0.682003       
226000    45.00     0.683714       
227000    44.90     0.682138       
228000    43.50     0.679354       
229000    42.70     0.681497       
230000    43.10     0.679962       
231000    43.70     0.680948       
232000    43.50     0.680526       
233000    44.00     0.682992       
234000    43.20     0.681051       
235000    42.80     0.680937       
236000    42.50     0.680265       
237000    43.30     0.679542       
238000    43.20     0.680498       
239000    42.20     0.678925       
240000    42.90     0.681472       
241000    43.40     0.680496       
242000    42.50     0.682235       
243000    43.00     0.680347       
244000    42.90     0.682083       
245000    42.40     0.679165       
246000    42.60     0.679109       
247000    42.90     0.680698       
248000    43.10     0.682342       
249000    43.10     0.681304       
250000    44.80     0.683565       
