steps     error     softmax loss   
216000    44.90     0.681527       
217000    45.90     0.681867       
218000    45.30     0.680378       
219000    43.50     0.680932       
220000    44.80     0.681362       
221000    44.90     0.68071        
222000    45.10     0.680312       
223000    44.90     0.679554       
224000    45.40     0.682078       
225000    44.80     0.68199        
226000    42.80     0.680266       
227000    45.90     0.680995       
228000    45.70     0.681798       
229000    44.20     0.680315       
230000    44.00     0.681175       
231000    44.90     0.680787       
232000    43.90     0.680138       
233000    43.80     0.680881       
234000    43.60     0.67986        
235000    44.50     0.679735       
236000    43.30     0.679162       
237000    42.70     0.680114       
238000    42.60     0.681421       
239000    45.10     0.679088       
240000    45.90     0.683682       
241000    44.20     0.678673       
242000    46.60     0.682281       
243000    46.30     0.681327       
244000    43.20     0.677587       
245000    44.70     0.680663       
246000    46.10     0.680974       
247000    45.10     0.682366       
248000    44.90     0.68123        
249000    45.50     0.681458       
250000    44.80     0.681262       
