steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      48.80     0.69245        7.08919e-05      2.00 / 2.00 / 0.00 / 2.00     
2000      49.20     0.693294       8.55135e-05      2.00 / 2.07 / 0.26 / 3.00     
3000      47.60     0.691692       8.7863e-05       1.00 / 2.11 / 0.31 / 3.00     
4000      46.60     0.691496       0.000149996      1.00 / 2.08 / 0.43 / 3.00     
5000      44.30     0.690566       0.000189482      1.00 / 1.96 / 0.26 / 3.00     
6000      49.60     0.691904       0.000133445      1.00 / 1.98 / 0.15 / 2.00     
7000      46.50     0.691741       0.000192208      1.00 / 2.00 / 0.23 / 3.00     
8000      46.30     0.691394       0.000146167      1.00 / 1.99 / 0.13 / 3.00     
9000      49.50     0.693874       0.000194395      1.00 / 2.00 / 0.06 / 2.00     
10000     46.50     0.690647       0.000270597      2.00 / 2.00 / 0.00 / 2.00     
11000     45.00     0.689478       0.000388831      2.00 / 2.00 / 0.00 / 2.00     
12000     47.40     0.688475       0.000576767      2.00 / 2.00 / 0.00 / 2.00     
13000     44.80     0.681382       0.000627333      2.00 / 2.00 / 0.03 / 3.00     
14000     42.70     0.677729       0.00062576       2.00 / 2.01 / 0.11 / 3.00     
15000     45.90     0.677795       0.000539006      2.00 / 2.04 / 0.18 / 3.00     
16000     42.70     0.676923       0.000605717      2.00 / 2.01 / 0.09 / 3.00     
17000     44.60     0.681071       0.000518366      2.00 / 2.09 / 0.28 / 3.00     
18000     45.50     0.675736       0.000554738      2.00 / 2.04 / 0.20 / 3.00     
19000     44.50     0.676724       0.000506245      2.00 / 2.23 / 0.42 / 3.00     
20000     45.40     0.675147       0.000438105      2.00 / 2.45 / 0.70 / 6.00     
21000     44.50     0.670397       0.000403089      2.00 / 2.62 / 0.87 / 7.00     
22000     46.20     0.669237       0.000393011      2.00 / 2.56 / 0.76 / 6.00     
23000     43.80     0.662942       0.00035503       1.00 / 2.73 / 1.01 / 7.00     
24000     44.20     0.658598       0.00032721       1.00 / 2.91 / 1.09 / 8.00     
25000     45.10     0.655137       0.000325819      1.00 / 2.93 / 1.07 / 9.00     
26000     45.10     0.654263       0.00030911       1.00 / 3.33 / 1.45 / 9.00     
27000     45.40     0.638255       0.000290588      1.00 / 3.83 / 1.97 / 10.00    
28000     40.00     0.618936       0.000307562      1.00 / 4.22 / 2.24 / 10.00    
29000     42.00     0.624769       0.000317283      1.00 / 4.14 / 2.09 / 10.00    
30000     41.10     0.621124       0.000331646      1.00 / 4.10 / 1.85 / 10.00    
31000     37.70     0.580195       0.000326974      1.00 / 4.16 / 1.89 / 10.00    
32000     42.50     0.619889       0.000321667      1.00 / 4.50 / 2.06 / 10.00    
33000     38.60     0.592481       0.000330087      1.00 / 4.49 / 2.07 / 10.00    
34000     38.80     0.582495       0.000324302      1.00 / 4.52 / 2.24 / 10.00    
35000     40.60     0.595783       0.000313304      1.00 / 4.72 / 2.32 / 10.00    
36000     40.00     0.585303       0.000318897      1.00 / 4.72 / 2.35 / 10.00    
37000     40.40     0.593581       0.000322716      1.00 / 5.00 / 2.56 / 10.00    
38000     39.20     0.577264       0.000334288      1.00 / 4.93 / 2.50 / 10.00    
39000     40.40     0.570356       0.000349582      1.00 / 4.88 / 2.55 / 10.00    
40000     39.00     0.566326       0.000326273      1.00 / 4.86 / 2.48 / 10.00    
41000     38.60     0.578377       0.000308346      1.00 / 4.88 / 2.51 / 10.00    
42000     37.90     0.557158       0.000314289      1.00 / 5.10 / 2.63 / 10.00    
