steps     error     softmax loss   
196000    42.10     0.676027       
197000    43.50     0.677945       
198000    43.50     0.677204       
199000    41.60     0.678419       
200000    42.30     0.679579       
201000    41.80     0.675839       
202000    43.10     0.678532       
203000    42.20     0.67761        
204000    42.10     0.677268       
205000    41.30     0.6765         
206000    42.20     0.676549       
207000    40.90     0.675817       
208000    42.10     0.675885       
209000    41.80     0.677402       
210000    43.10     0.676943       
211000    40.80     0.676608       
212000    41.10     0.675197       
213000    41.70     0.676756       
214000    43.90     0.67824        
215000    41.80     0.677306       
216000    43.50     0.678692       
217000    40.40     0.675757       
218000    41.90     0.676903       
219000    41.60     0.677          
220000    42.20     0.675936       
221000    40.90     0.6756         
222000    40.90     0.675731       
223000    41.80     0.676303       
224000    40.90     0.674372       
225000    41.50     0.675731       
226000    41.80     0.678056       
227000    43.20     0.677487       
228000    42.80     0.677074       
229000    41.30     0.675967       
230000    43.50     0.676561       
231000    43.30     0.677509       
232000    41.80     0.676451       
233000    41.90     0.676269       
234000    40.20     0.675832       
235000    41.00     0.675291       
236000    42.20     0.677366       
237000    40.70     0.677165       
238000    41.60     0.67612        
239000    41.50     0.674605       
240000    40.60     0.675316       
241000    40.80     0.676688       
242000    42.60     0.677756       
243000    44.10     0.678066       
244000    41.00     0.675932       
245000    41.00     0.674258       
246000    43.10     0.677851       
247000    41.40     0.675408       
248000    40.80     0.675645       
249000    41.00     0.675955       
250000    41.60     0.678289       
