steps     error     softmax loss   
--------------------------------
1000      49.70     0.693079       
2000      50.80     0.693452       
3000      47.00     0.691999       
4000      48.60     0.692224       
5000      46.10     0.691162       
6000      49.80     0.692125       
7000      49.60     0.692098       
8000      45.60     0.691729       
9000      48.60     0.692757       
10000     48.00     0.692445       
11000     45.50     0.691482       
12000     48.90     0.692046       
13000     45.60     0.69074        
14000     45.00     0.690299       
15000     46.30     0.691264       
16000     45.90     0.690005       
17000     45.50     0.690699       
18000     47.00     0.691321       
19000     45.50     0.691309       
20000     46.00     0.69172        
21000     47.10     0.692029       
22000     47.40     0.692216       
23000     45.40     0.69059        
24000     47.00     0.692214       
25000     48.50     0.692072       
26000     47.40     0.692165       
27000     45.60     0.69035        
28000     46.80     0.690176       
29000     46.00     0.691168       
30000     46.70     0.689978       
31000     46.90     0.689038       
32000     45.70     0.690274       
33000     47.10     0.68998        
34000     46.00     0.689265       
35000     45.90     0.688207       
36000     44.10     0.688765       
37000     45.30     0.688765       
38000     45.00     0.689441       
39000     44.60     0.688708       
40000     43.20     0.685575       
41000     44.10     0.68766        
42000     44.00     0.686798       
43000     45.20     0.686228       
44000     44.80     0.686107       
45000     43.90     0.685001       
46000     44.50     0.68542        
47000     44.20     0.684505       
48000     43.90     0.685246       
49000     45.60     0.684644       
50000     45.40     0.683236       
51000     45.00     0.681914       
52000     42.80     0.682263       
53000     44.30     0.682852       
54000     44.00     0.683479       
55000     43.60     0.682283       
56000     43.60     0.683785       
57000     42.70     0.68143        
58000     42.40     0.681574       
59000     43.90     0.683526       
60000     44.00     0.681959       
61000     43.80     0.682555       
62000     42.80     0.680594       
63000     42.20     0.681689       
64000     43.60     0.681209       
65000     43.80     0.681412       
66000     43.60     0.681047       
67000     46.70     0.684687       
68000     43.00     0.68088        
69000     44.00     0.681145       
70000     44.80     0.681635       
71000     45.80     0.682692       
72000     42.30     0.68024        
73000     45.40     0.682807       
74000     44.40     0.681804       
75000     43.00     0.681049       
76000     44.60     0.681593       
77000     44.10     0.680689       
78000     45.20     0.684382       
79000     44.10     0.681492       
80000     43.50     0.681027       
81000     46.60     0.683477       
82000     44.10     0.681657       
83000     43.70     0.680775       
84000     43.20     0.679838       
85000     42.50     0.680782       
86000     44.40     0.68179        
87000     43.90     0.680684       
88000     44.10     0.680623       
89000     46.10     0.682997       
90000     43.60     0.680777       
91000     44.40     0.681501       
92000     44.70     0.681033       
93000     44.90     0.679976       
94000     44.00     0.679262       
95000     44.90     0.680518       
96000     43.20     0.679166       
97000     42.00     0.679274       
98000     42.30     0.679006       
99000     45.20     0.682161       
100000    43.00     0.680467       
101000    43.70     0.680605       
102000    42.10     0.678668       
103000    44.30     0.680248       
104000    43.60     0.679877       
105000    43.20     0.679377       
106000    44.10     0.68105        
107000    46.30     0.683194       
108000    42.60     0.677818       
109000    42.80     0.679713       
110000    44.40     0.680713       
111000    43.00     0.678782       
112000    43.00     0.679427       
113000    44.20     0.680273       
114000    43.60     0.680249       
115000    43.10     0.678948       
116000    44.20     0.681751       
117000    43.70     0.678648       
118000    43.70     0.679688       
119000    42.90     0.678479       
120000    44.00     0.679833       
121000    43.80     0.678445       
122000    43.90     0.679515       
123000    43.70     0.678266       
124000    44.70     0.680384       
125000    43.50     0.679158       
126000    41.50     0.678385       
127000    42.30     0.677889       
128000    43.60     0.678894       
129000    42.20     0.678333       
130000    44.00     0.679471       
131000    43.60     0.679419       
132000    42.90     0.678345       
133000    42.30     0.678339       
134000    44.00     0.679251       
135000    43.00     0.67615        
136000    42.10     0.677763       
137000    42.80     0.678162       
138000    44.70     0.679938       
139000    42.90     0.678036       
140000    42.80     0.676916       
141000    43.80     0.679565       
142000    43.00     0.677597       
143000    45.20     0.680534       
144000    43.10     0.678306       
145000    43.80     0.679498       
146000    43.10     0.678644       
147000    42.70     0.678536       
148000    42.50     0.67706        
149000    44.40     0.679559       
150000    44.10     0.67769        
151000    42.50     0.677332       
152000    43.20     0.676767       
153000    43.40     0.677315       
154000    42.20     0.676797       
155000    42.60     0.679108       
156000    42.80     0.676537       
157000    42.60     0.677764       
158000    43.30     0.678081       
159000    43.10     0.678221       
160000    44.20     0.678088       
161000    41.70     0.676071       
162000    42.70     0.678526       
163000    42.30     0.678072       
164000    42.90     0.67751        
165000    43.20     0.677685       
166000    44.20     0.679112       
167000    42.30     0.677587       
168000    43.70     0.679996       
169000    44.00     0.678052       
170000    42.20     0.678462       
171000    43.80     0.677801       
172000    42.60     0.676512       
173000    43.10     0.677734       
174000    42.40     0.677775       
175000    43.00     0.678588       
176000    41.60     0.678114       
177000    42.50     0.676819       
178000    43.80     0.679252       
179000    42.70     0.676298       
180000    42.80     0.676535       
181000    42.70     0.676592       
182000    42.20     0.677224       
183000    42.90     0.678021       
184000    43.20     0.677899       
185000    42.30     0.677462       
186000    42.90     0.677248       
187000    42.20     0.676911       
188000    43.00     0.677526       
189000    43.10     0.678358       
190000    42.80     0.677528       
191000    42.00     0.677156       
192000    43.10     0.678126       
193000    42.60     0.676901       
194000    41.80     0.677702       
195000    43.20     0.677615       
