steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      86.00     1.70542        1.2088           1.00 / 1.00 / 0.00 / 1.00     
2000      64.30     0.884145       1.2088           1.00 / 1.00 / 0.00 / 1.00     
3000      54.70     0.590002       1.17812          1.00 / 1.03 / 0.16 / 2.00     
4000      51.40     0.537764       1.2088           1.00 / 1.00 / 0.00 / 1.00     
5000      44.20     0.426438       1.2088           1.00 / 1.00 / 0.00 / 1.00     
6000      41.90     0.391653       1.2088           1.00 / 1.00 / 0.00 / 1.00     
7000      38.40     0.375567       1.2088           1.00 / 1.00 / 0.00 / 1.00     
8000      37.60     0.338207       1.2088           1.00 / 1.00 / 0.00 / 1.00     
9000      41.30     0.345602       1.2088           1.00 / 1.00 / 0.00 / 1.00     
10000     37.50     0.318583       1.2088           1.00 / 1.00 / 0.00 / 1.00     
11000     35.40     0.298864       1.2088           1.00 / 1.00 / 0.00 / 1.00     
12000     32.10     0.277212       1.2088           1.00 / 1.00 / 0.00 / 1.00     
13000     35.10     0.290933       1.2088           1.00 / 1.00 / 0.00 / 1.00     
14000     34.60     0.285875       1.2088           1.00 / 1.00 / 0.00 / 1.00     
15000     32.90     0.269944       1.2088           1.00 / 1.00 / 0.00 / 1.00     
16000     32.50     0.266124       1.2088           1.00 / 1.00 / 0.00 / 1.00     
17000     34.10     0.278043       1.2088           1.00 / 1.00 / 0.00 / 1.00     
18000     29.80     0.249131       1.2088           1.00 / 1.00 / 0.00 / 1.00     
19000     30.10     0.264052       1.2088           1.00 / 1.00 / 0.00 / 1.00     
20000     28.50     0.232024       1.2088           1.00 / 1.00 / 0.00 / 1.00     
21000     29.90     0.237376       1.2088           1.00 / 1.00 / 0.00 / 1.00     
22000     31.20     0.261942       1.2088           1.00 / 1.00 / 0.00 / 1.00     
23000     29.60     0.233171       1.2088           1.00 / 1.00 / 0.00 / 1.00     
24000     30.00     0.232381       1.2088           1.00 / 1.00 / 0.00 / 1.00     
25000     27.60     0.215716       1.2088           1.00 / 1.00 / 0.00 / 1.00     
26000     29.90     0.226255       1.2088           1.00 / 1.00 / 0.00 / 1.00     
27000     27.70     0.221892       1.2088           1.00 / 1.00 / 0.00 / 1.00     
28000     29.30     0.238399       1.2088           1.00 / 1.00 / 0.00 / 1.00     
29000     27.80     0.213166       1.2088           1.00 / 1.00 / 0.00 / 1.00     
30000     27.40     0.229784       1.2088           1.00 / 1.00 / 0.00 / 1.00     
31000     24.30     0.191296       1.2088           1.00 / 1.00 / 0.00 / 1.00     
32000     26.90     0.208846       1.2088           1.00 / 1.00 / 0.00 / 1.00     
33000     24.30     0.186038       1.2088           1.00 / 1.00 / 0.00 / 1.00     
34000     24.60     0.189543       1.2088           1.00 / 1.00 / 0.00 / 1.00     
35000     24.40     0.192729       1.2088           1.00 / 1.00 / 0.00 / 1.00     
36000     23.80     0.176995       1.2088           1.00 / 1.00 / 0.00 / 1.00     
37000     24.20     0.187941       1.2088           1.00 / 1.00 / 0.00 / 1.00     
38000     25.80     0.193409       1.2088           1.00 / 1.00 / 0.00 / 1.00     
39000     23.10     0.169953       1.2088           1.00 / 1.00 / 0.00 / 1.00     
40000     24.80     0.188702       1.2088           1.00 / 1.00 / 0.00 / 1.00     
41000     22.40     0.182857       1.2088           1.00 / 1.00 / 0.00 / 1.00     
42000     24.10     0.168003       1.2088           1.00 / 1.00 / 0.00 / 1.00     
43000     23.60     0.183386       1.2088           1.00 / 1.00 / 0.00 / 1.00     
44000     23.10     0.175773       1.2088           1.00 / 1.00 / 0.00 / 1.00     
45000     22.30     0.172685       1.2088           1.00 / 1.00 / 0.00 / 1.00     
46000     23.70     0.166999       1.2088           1.00 / 1.00 / 0.00 / 1.00     
47000     22.80     0.173694       1.2088           1.00 / 1.00 / 0.00 / 1.00     
48000     23.30     0.170586       1.2088           1.00 / 1.00 / 0.00 / 1.00     
49000     21.50     0.159354       1.2088           1.00 / 1.00 / 0.00 / 1.00     
50000     22.10     0.169805       1.2088           1.00 / 1.00 / 0.00 / 1.00     
51000     24.10     0.17564        1.2088           1.00 / 1.00 / 0.00 / 1.00     
52000     21.20     0.152136       1.2088           1.00 / 1.00 / 0.00 / 1.00     
53000     22.30     0.162615       1.2088           1.00 / 1.00 / 0.00 / 1.00     
54000     20.70     0.169319       1.2088           1.00 / 1.00 / 0.00 / 1.00     
55000     21.20     0.159153       1.2088           1.00 / 1.00 / 0.00 / 1.00     
56000     22.50     0.157542       1.2088           1.00 / 1.00 / 0.00 / 1.00     
57000     21.10     0.156554       1.2088           1.00 / 1.00 / 0.00 / 1.00     
58000     21.30     0.160911       1.2088           1.00 / 1.00 / 0.00 / 1.00     
59000     20.40     0.15831        1.2088           1.00 / 1.00 / 0.00 / 1.00     
60000     19.70     0.146478       1.2088           1.00 / 1.00 / 0.00 / 1.00     
61000     19.10     0.13885        1.2088           1.00 / 1.00 / 0.00 / 1.00     
62000     23.70     0.169481       1.2088           1.00 / 1.00 / 0.00 / 1.00     
63000     20.10     0.144601       1.2088           1.00 / 1.00 / 0.00 / 1.00     
64000     22.70     0.167823       1.2088           1.00 / 1.00 / 0.00 / 1.00     
65000     18.90     0.143498       1.2088           1.00 / 1.00 / 0.00 / 1.00     
66000     21.90     0.152778       1.2088           1.00 / 1.00 / 0.00 / 1.00     
67000     19.20     0.143245       1.2088           1.00 / 1.00 / 0.00 / 1.00     
68000     19.10     0.140008       1.2088           1.00 / 1.00 / 0.00 / 1.00     
69000     18.00     0.140468       1.2088           1.00 / 1.00 / 0.00 / 1.00     
70000     20.70     0.150694       1.2088           1.00 / 1.00 / 0.00 / 1.00     
71000     20.60     0.15884        1.2088           1.00 / 1.00 / 0.00 / 1.00     
72000     19.70     0.141518       1.2088           1.00 / 1.00 / 0.00 / 1.00     
73000     18.40     0.135848       1.2088           1.00 / 1.00 / 0.00 / 1.00     
74000     20.00     0.155614       1.2088           1.00 / 1.00 / 0.00 / 1.00     
75000     19.30     0.145826       1.2088           1.00 / 1.00 / 0.00 / 1.00     
76000     20.60     0.159013       1.2088           1.00 / 1.00 / 0.00 / 1.00     
77000     18.80     0.139999       1.2088           1.00 / 1.00 / 0.00 / 1.00     
78000     18.50     0.132811       1.2088           1.00 / 1.00 / 0.00 / 1.00     
79000     17.00     0.125165       1.2088           1.00 / 1.00 / 0.00 / 1.00     
80000     18.00     0.140826       1.2088           1.00 / 1.00 / 0.00 / 1.00     
81000     20.20     0.137422       1.2088           1.00 / 1.00 / 0.00 / 1.00     
82000     17.80     0.138967       1.2088           1.00 / 1.00 / 0.00 / 1.00     
83000     18.90     0.139652       1.2088           1.00 / 1.00 / 0.00 / 1.00     
84000     16.20     0.127994       1.2088           1.00 / 1.00 / 0.00 / 1.00     
85000     17.80     0.13142        1.2088           1.00 / 1.00 / 0.00 / 1.00     
86000     19.80     0.141581       1.2088           1.00 / 1.00 / 0.00 / 1.00     
87000     17.80     0.132735       1.2088           1.00 / 1.00 / 0.00 / 1.00     
88000     17.70     0.130023       1.2088           1.00 / 1.00 / 0.00 / 1.00     
89000     17.30     0.128794       1.2088           1.00 / 1.00 / 0.00 / 1.00     
90000     17.70     0.137816       1.2088           1.00 / 1.00 / 0.00 / 1.00     
91000     17.30     0.127875       1.2088           1.00 / 1.00 / 0.00 / 1.00     
92000     17.60     0.128676       1.2088           1.00 / 1.00 / 0.00 / 1.00     
93000     15.90     0.117198       1.2088           1.00 / 1.00 / 0.00 / 1.00     
94000     17.10     0.130265       1.2088           1.00 / 1.00 / 0.00 / 1.00     
95000     17.10     0.126199       1.2088           1.00 / 1.00 / 0.00 / 1.00     
96000     16.10     0.120008       1.2088           1.00 / 1.00 / 0.00 / 1.00     
97000     18.30     0.137837       1.2088           1.00 / 1.00 / 0.00 / 1.00     
98000     17.60     0.12299        1.2088           1.00 / 1.00 / 0.00 / 1.00     
99000     17.60     0.124158       1.2088           1.00 / 1.00 / 0.00 / 1.00     
100000    18.40     0.146577       1.2088           1.00 / 1.00 / 0.00 / 1.00     
101000    17.50     0.131701       1.2088           1.00 / 1.00 / 0.00 / 1.00     
102000    19.50     0.147881       1.2088           1.00 / 1.00 / 0.00 / 1.00     
103000    18.80     0.129039       1.2088           1.00 / 1.00 / 0.00 / 1.00     
104000    17.50     0.126411       1.2088           1.00 / 1.00 / 0.00 / 1.00     
105000    19.80     0.133929       1.2088           1.00 / 1.00 / 0.00 / 1.00     
106000    17.30     0.118969       1.2088           1.00 / 1.00 / 0.00 / 1.00     
107000    16.80     0.117498       1.2088           1.00 / 1.00 / 0.00 / 1.00     
108000    17.60     0.122945       1.2088           1.00 / 1.00 / 0.00 / 1.00     
109000    17.00     0.119781       1.2088           1.00 / 1.00 / 0.00 / 1.00     
110000    17.30     0.135648       1.2088           1.00 / 1.00 / 0.00 / 1.00     
111000    17.40     0.126551       1.2088           1.00 / 1.00 / 0.00 / 1.00     
112000    17.60     0.127943       1.2088           1.00 / 1.00 / 0.00 / 1.00     
113000    16.70     0.13038        1.2088           1.00 / 1.00 / 0.00 / 1.00     
114000    17.40     0.12693        1.2088           1.00 / 1.00 / 0.00 / 1.00     
115000    18.70     0.129063       1.2088           1.00 / 1.00 / 0.00 / 1.00     
116000    16.80     0.127377       1.2088           1.00 / 1.00 / 0.00 / 1.00     
117000    18.00     0.128458       1.2088           1.00 / 1.00 / 0.00 / 1.00     
118000    16.50     0.121428       1.2088           1.00 / 1.00 / 0.00 / 1.00     
119000    15.90     0.120791       1.2088           1.00 / 1.00 / 0.00 / 1.00     
120000    16.60     0.117252       1.2088           1.00 / 1.00 / 0.00 / 1.00     
121000    16.80     0.123726       1.2088           1.00 / 1.00 / 0.00 / 1.00     
122000    17.80     0.124008       1.2088           1.00 / 1.00 / 0.00 / 1.00     
123000    17.80     0.117382       1.2088           1.00 / 1.00 / 0.00 / 1.00     
124000    16.80     0.120338       1.2088           1.00 / 1.00 / 0.00 / 1.00     
125000    15.70     0.102059       1.2088           1.00 / 1.00 / 0.00 / 1.00     
126000    15.50     0.127515       1.2088           1.00 / 1.00 / 0.00 / 1.00     
127000    16.90     0.121426       1.2088           1.00 / 1.00 / 0.00 / 1.00     
128000    17.80     0.129051       1.2088           1.00 / 1.00 / 0.00 / 1.00     
129000    15.20     0.111756       1.2088           1.00 / 1.00 / 0.00 / 1.00     
130000    15.60     0.112041       1.2088           1.00 / 1.00 / 0.00 / 1.00     
131000    15.70     0.114539       1.2088           1.00 / 1.00 / 0.00 / 1.00     
132000    17.60     0.123325       1.2088           1.00 / 1.00 / 0.00 / 1.00     
133000    16.10     0.108532       1.2088           1.00 / 1.00 / 0.00 / 1.00     
134000    15.40     0.113342       1.2088           1.00 / 1.00 / 0.00 / 1.00     
135000    15.80     0.12159        1.2088           1.00 / 1.00 / 0.00 / 1.00     
136000    15.60     0.116431       1.2088           1.00 / 1.00 / 0.00 / 1.00     
137000    15.80     0.122208       1.2088           1.00 / 1.00 / 0.00 / 1.00     
138000    15.60     0.108613       1.2088           1.00 / 1.00 / 0.00 / 1.00     
139000    16.30     0.114384       1.2088           1.00 / 1.00 / 0.00 / 1.00     
140000    15.20     0.114047       1.2088           1.00 / 1.00 / 0.00 / 1.00     
141000    17.90     0.125062       1.2088           1.00 / 1.00 / 0.00 / 1.00     
142000    16.70     0.115499       1.2088           1.00 / 1.00 / 0.00 / 1.00     
143000    15.00     0.110782       1.2088           1.00 / 1.00 / 0.00 / 1.00     
144000    17.30     0.111844       1.2088           1.00 / 1.00 / 0.00 / 1.00     
145000    14.40     0.116218       1.2088           1.00 / 1.00 / 0.00 / 1.00     
146000    15.80     0.108568       1.2088           1.00 / 1.00 / 0.00 / 1.00     
147000    15.70     0.10749        1.2088           1.00 / 1.00 / 0.00 / 1.00     
148000    15.30     0.108689       1.2088           1.00 / 1.00 / 0.00 / 1.00     
149000    15.20     0.110848       1.2088           1.00 / 1.00 / 0.00 / 1.00     
150000    13.70     0.104145       1.2088           1.00 / 1.00 / 0.00 / 1.00     
151000    16.30     0.112708       1.2088           1.00 / 1.00 / 0.00 / 1.00     
152000    16.20     0.122236       1.2088           1.00 / 1.00 / 0.00 / 1.00     
153000    15.00     0.107314       1.2088           1.00 / 1.00 / 0.00 / 1.00     
154000    15.20     0.109599       1.2088           1.00 / 1.00 / 0.00 / 1.00     
155000    15.10     0.104165       1.2088           1.00 / 1.00 / 0.00 / 1.00     
