steps     error     softmax loss   
137000    46.20     0.686231       
138000    45.60     0.685702       
139000    45.50     0.683364       
140000    44.50     0.684669       
141000    46.80     0.684477       
142000    45.70     0.685928       
143000    46.20     0.68572        
144000    45.00     0.686921       
145000    44.40     0.684277       
146000    44.40     0.684723       
147000    43.10     0.684235       
148000    44.00     0.683979       
149000    45.10     0.683822       
150000    45.10     0.685073       
151000    44.60     0.684643       
152000    43.50     0.683927       
153000    43.50     0.683635       
154000    43.60     0.685192       
155000    43.90     0.68312        
156000    43.70     0.684507       
157000    45.00     0.68523        
158000    45.20     0.684566       
159000    46.70     0.685679       
160000    43.70     0.682636       
161000    44.80     0.685586       
162000    43.20     0.684528       
163000    43.30     0.683293       
164000    46.30     0.685552       
165000    44.00     0.684326       
166000    45.30     0.685737       
167000    44.30     0.684963       
168000    43.90     0.684168       
169000    43.60     0.684807       
170000    43.30     0.683237       
171000    45.80     0.683333       
172000    45.20     0.684487       
173000    44.50     0.685045       
174000    43.50     0.683226       
175000    45.30     0.686603       
176000    45.60     0.684911       
177000    43.70     0.683922       
178000    46.00     0.68449        
179000    45.60     0.686625       
180000    45.60     0.684284       
181000    44.10     0.68417        
182000    44.50     0.683964       
183000    45.10     0.684234       
184000    44.60     0.682886       
185000    43.40     0.683363       
186000    43.80     0.68294        
187000    43.40     0.682615       
188000    44.60     0.683992       
189000    44.40     0.684841       
190000    44.00     0.683703       
191000    44.10     0.682473       
192000    44.30     0.683076       
193000    45.70     0.684331       
194000    45.30     0.685104       
195000    45.00     0.683427       
196000    43.80     0.682346       
197000    43.10     0.683062       
198000    45.70     0.685076       
199000    43.60     0.682534       
200000    44.50     0.685488       
201000    45.20     0.68411        
202000    43.30     0.681888       
203000    44.00     0.683501       
204000    44.10     0.684723       
205000    43.00     0.681844       
206000    43.90     0.683567       
207000    45.10     0.686704       
208000    43.40     0.683493       
209000    47.30     0.685992       
210000    43.70     0.68481        
211000    43.90     0.682979       
212000    45.00     0.683645       
213000    45.60     0.683473       
214000    45.40     0.685962       
215000    44.10     0.684183       
216000    44.90     0.683797       
217000    45.80     0.68554        
218000    43.60     0.683819       
219000    44.00     0.683323       
220000    43.90     0.684944       
221000    45.30     0.684885       
222000    43.60     0.68252        
223000    45.80     0.686307       
224000    44.40     0.682846       
225000    44.50     0.683956       
226000    43.90     0.683274       
227000    44.40     0.685119       
228000    44.70     0.683094       
229000    43.70     0.683468       
230000    46.10     0.684164       
231000    44.20     0.684742       
232000    43.50     0.683678       
233000    45.50     0.684908       
234000    43.70     0.682114       
235000    45.10     0.684499       
236000    43.50     0.682923       
237000    45.50     0.684589       
238000    43.20     0.681535       
239000    44.20     0.682689       
240000    43.90     0.683068       
241000    44.10     0.684342       
242000    44.60     0.683561       
243000    44.30     0.683845       
244000    44.40     0.684835       
245000    45.10     0.684703       
246000    44.60     0.685004       
247000    44.70     0.685109       
248000    45.10     0.684158       
249000    45.20     0.683775       
250000    42.80     0.682608       
