steps     error     softmax loss   
81000     45.30     0.684023       
82000     44.20     0.681533       
83000     46.00     0.683457       
84000     45.40     0.682582       
85000     45.20     0.684629       
86000     45.00     0.684849       
87000     43.90     0.682066       
88000     44.70     0.682449       
89000     44.90     0.682339       
90000     42.70     0.67978        
91000     45.40     0.684018       
92000     43.40     0.683119       
93000     43.60     0.681824       
94000     43.30     0.681842       
95000     45.00     0.682015       
96000     43.40     0.681579       
97000     43.90     0.682538       
98000     43.90     0.683398       
99000     44.30     0.682827       
100000    43.90     0.682068       
101000    46.20     0.684345       
102000    44.90     0.684828       
103000    44.90     0.681488       
104000    44.70     0.681661       
105000    45.30     0.684397       
106000    43.70     0.681943       
107000    45.50     0.683315       
108000    44.90     0.682664       
109000    45.10     0.682398       
110000    43.70     0.679782       
111000    43.70     0.679472       
112000    44.40     0.682391       
113000    44.30     0.680758       
114000    43.60     0.681847       
115000    43.90     0.681456       
116000    44.60     0.681357       
117000    43.20     0.680888       
118000    43.40     0.681166       
119000    44.70     0.682254       
120000    42.60     0.681328       
121000    43.90     0.679563       
122000    44.10     0.682072       
123000    44.60     0.682351       
124000    45.10     0.681519       
125000    44.60     0.681585       
126000    44.50     0.68083        
127000    44.10     0.682774       
128000    44.40     0.681875       
129000    43.90     0.681926       
130000    43.40     0.68032        
131000    44.00     0.680542       
132000    43.70     0.679316       
133000    44.00     0.681641       
134000    43.50     0.680469       
135000    43.80     0.682587       
136000    46.60     0.682665       
137000    43.80     0.680438       
138000    42.90     0.679837       
139000    43.90     0.680559       
140000    43.30     0.681461       
141000    43.30     0.680556       
142000    45.00     0.679816       
143000    43.80     0.682152       
144000    44.60     0.680643       
145000    44.50     0.68073        
146000    44.80     0.67924        
147000    43.70     0.680213       
148000    44.10     0.681916       
149000    43.60     0.678308       
150000    43.60     0.680339       
151000    44.60     0.681285       
152000    44.80     0.68086        
153000    44.30     0.681165       
154000    43.40     0.680539       
155000    43.70     0.679334       
156000    44.00     0.679611       
157000    44.60     0.682355       
158000    43.60     0.682112       
159000    44.20     0.680885       
160000    45.40     0.680025       
161000    44.40     0.681578       
162000    44.50     0.679736       
163000    44.70     0.683402       
164000    44.40     0.679973       
165000    45.20     0.680024       
166000    44.50     0.680207       
167000    43.80     0.681453       
168000    44.50     0.679212       
169000    44.30     0.678969       
170000    43.90     0.67952        
171000    43.10     0.679348       
172000    43.00     0.682054       
173000    44.90     0.682385       
174000    44.30     0.678954       
175000    44.10     0.679313       
176000    44.30     0.679337       
177000    44.00     0.679272       
178000    45.00     0.679355       
179000    42.80     0.6784         
180000    43.60     0.678341       
181000    43.50     0.678744       
182000    43.80     0.678999       
183000    43.20     0.680467       
184000    43.80     0.677512       
185000    42.70     0.676681       
186000    44.80     0.680227       
187000    42.30     0.679227       
188000    44.00     0.679706       
189000    42.20     0.678897       
190000    43.30     0.678274       
191000    44.80     0.678652       
192000    43.60     0.678879       
193000    43.10     0.68017        
194000    43.10     0.678407       
195000    42.90     0.677325       
196000    40.50     0.678519       
197000    43.40     0.680582       
198000    42.80     0.679312       
199000    41.90     0.679348       
200000    43.40     0.681227       
201000    44.30     0.680921       
202000    42.00     0.678752       
203000    43.50     0.680013       
204000    43.00     0.679927       
205000    43.20     0.677821       
206000    43.30     0.680774       
207000    44.50     0.678619       
208000    43.30     0.677883       
209000    43.10     0.679872       
210000    42.00     0.675932       
211000    42.40     0.678099       
212000    43.80     0.678632       
213000    42.40     0.678289       
214000    42.20     0.677891       
215000    43.30     0.676956       
216000    42.70     0.678105       
217000    42.00     0.678313       
218000    41.70     0.679164       
219000    41.70     0.679232       
220000    42.50     0.67705        
221000    42.30     0.680756       
222000    42.10     0.677074       
223000    41.50     0.677757       
224000    41.40     0.677122       
225000    41.20     0.676931       
226000    43.50     0.678868       
227000    42.10     0.678746       
228000    42.30     0.67661        
229000    43.00     0.678151       
230000    41.50     0.676013       
231000    43.20     0.680033       
232000    42.60     0.67814        
233000    43.80     0.678106       
234000    40.90     0.678413       
235000    43.50     0.676491       
236000    43.60     0.677394       
237000    42.60     0.680447       
238000    41.80     0.679201       
239000    42.80     0.679404       
240000    41.40     0.676988       
241000    41.60     0.677558       
242000    41.40     0.675915       
243000    42.80     0.678086       
244000    42.80     0.678339       
245000    44.40     0.678802       
246000    43.00     0.681051       
247000    42.50     0.67707        
248000    43.00     0.678751       
249000    40.40     0.675577       
250000    42.20     0.677412       
