steps     error     softmax loss   
--------------------------------
1000      47.40     0.692019       
2000      46.50     0.691509       
3000      46.30     0.690311       
4000      48.60     0.692483       
5000      49.00     0.692871       
6000      46.40     0.690821       
7000      47.10     0.691477       
8000      48.00     0.692282       
9000      47.60     0.692151       
10000     48.40     0.691662       
11000     50.00     0.693119       
12000     47.50     0.693417       
13000     46.10     0.691718       
14000     45.80     0.690311       
15000     46.20     0.690657       
16000     44.30     0.690797       
17000     44.20     0.689986       
18000     46.30     0.689911       
19000     46.30     0.690138       
20000     45.20     0.690601       
21000     46.30     0.692642       
22000     48.70     0.693187       
23000     48.40     0.691755       
24000     47.20     0.691367       
25000     47.30     0.692295       
26000     46.60     0.693321       
27000     47.10     0.692861       
28000     46.60     0.69135        
29000     45.70     0.691133       
30000     47.70     0.693067       
31000     47.00     0.691781       
32000     46.20     0.691755       
33000     46.60     0.692137       
34000     45.40     0.692008       
35000     47.50     0.692736       
36000     46.70     0.69259        
37000     48.30     0.69341        
38000     46.80     0.692615       
39000     48.50     0.693271       
40000     47.70     0.692149       
41000     48.80     0.692184       
42000     49.20     0.692695       
43000     47.60     0.69123        
44000     47.10     0.691284       
45000     47.20     0.689681       
46000     47.40     0.689251       
47000     45.90     0.690099       
48000     46.70     0.690022       
49000     47.90     0.689493       
50000     46.70     0.690722       
51000     48.40     0.688997       
52000     46.90     0.687971       
53000     47.40     0.688353       
54000     46.70     0.687429       
55000     44.40     0.68467        
56000     46.40     0.687742       
57000     45.00     0.685822       
58000     47.20     0.689137       
59000     45.50     0.686399       
60000     44.80     0.684554       
61000     46.60     0.685976       
62000     44.90     0.684887       
63000     44.50     0.686088       
64000     45.40     0.685098       
65000     47.50     0.686529       
66000     45.30     0.685046       
67000     45.30     0.685901       
68000     44.10     0.684652       
69000     44.00     0.685447       
70000     45.20     0.684289       
71000     45.40     0.684278       
72000     45.60     0.685792       
73000     45.50     0.685839       
74000     46.10     0.684057       
75000     44.90     0.685084       
76000     44.20     0.683839       
77000     46.30     0.685066       
78000     45.30     0.68484        
79000     44.70     0.682821       
80000     45.60     0.68458        
