steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      84.20     1.60782        0.0105554        1.00 / 1.15 / 0.36 / 3.00     
2000      61.50     0.820373       0.0107874        1.00 / 1.13 / 0.33 / 2.00     
3000      51.70     0.585574       0.0108739        1.00 / 1.11 / 0.32 / 2.00     
4000      45.70     0.468169       0.0108675        1.00 / 1.11 / 0.32 / 2.00     
5000      40.30     0.366679       0.0108528        1.00 / 1.11 / 0.32 / 2.00     
6000      40.90     0.380058       0.0108301        1.00 / 1.11 / 0.32 / 2.00     
7000      37.90     0.355533       0.0108826        1.00 / 1.11 / 0.31 / 2.00     
8000      35.00     0.326715       0.0108637        1.00 / 1.11 / 0.31 / 2.00     
9000      38.70     0.344592       0.0108148        1.00 / 1.12 / 0.32 / 2.00     
10000     35.00     0.299763       0.0108179        1.00 / 1.11 / 0.32 / 2.00     
11000     33.80     0.271026       0.0108578        1.00 / 1.11 / 0.31 / 2.00     
12000     32.20     0.272686       0.0108662        1.00 / 1.11 / 0.31 / 2.00     
13000     31.80     0.269923       0.0108774        1.00 / 1.11 / 0.31 / 2.00     
14000     30.70     0.251391       0.0108276        1.00 / 1.11 / 0.32 / 2.00     
15000     29.30     0.247037       0.0108039        1.00 / 1.12 / 0.32 / 2.00     
16000     30.50     0.273144       0.0108151        1.00 / 1.11 / 0.32 / 2.00     
17000     31.60     0.269016       0.0107659        1.00 / 1.12 / 0.32 / 2.00     
18000     28.90     0.23929        0.0108422        1.00 / 1.11 / 0.31 / 2.00     
19000     29.10     0.251591       0.0107938        1.00 / 1.12 / 0.32 / 2.00     
20000     27.80     0.223582       0.0108063        1.00 / 1.11 / 0.32 / 2.00     
21000     26.70     0.223303       0.0107957        1.00 / 1.11 / 0.32 / 2.00     
22000     29.30     0.23983        0.0108416        1.00 / 1.11 / 0.31 / 2.00     
23000     26.20     0.207745       0.010764         1.00 / 1.12 / 0.32 / 2.00     
24000     25.30     0.190067       0.0107599        1.00 / 1.12 / 0.33 / 3.00     
25000     25.80     0.220409       0.0108466        1.00 / 1.11 / 0.31 / 2.00     
26000     24.50     0.194558       0.0108077        1.00 / 1.11 / 0.32 / 2.00     
