steps     error     softmax loss   
100000    27.30     0.243706       
101000    27.50     0.243022       
102000    27.30     0.240808       
103000    27.60     0.239972       
104000    27.80     0.243588       
105000    27.00     0.239959       
106000    27.10     0.242271       
107000    26.80     0.23664        
108000    27.30     0.234475       
109000    27.20     0.234535       
110000    26.80     0.237073       
111000    25.90     0.237256       
112000    27.00     0.238149       
113000    27.00     0.235015       
114000    26.40     0.233477       
115000    26.30     0.23316        
116000    27.10     0.231582       
117000    27.60     0.232674       
118000    26.60     0.229327       
119000    26.90     0.232359       
120000    26.50     0.229042       
121000    25.80     0.232123       
122000    25.40     0.227424       
123000    25.80     0.228088       
124000    26.90     0.2316         
125000    27.80     0.235749       
126000    26.30     0.232566       
127000    25.60     0.226545       
128000    25.60     0.227214       
129000    27.70     0.233622       
130000    27.30     0.230772       
131000    26.50     0.231941       
132000    26.60     0.228013       
133000    26.10     0.231353       
134000    25.60     0.225551       
135000    25.70     0.232327       
136000    25.30     0.226054       
137000    25.40     0.225958       
138000    25.60     0.221114       
139000    25.60     0.222617       
140000    26.10     0.223541       
141000    26.40     0.222379       
142000    25.30     0.218921       
143000    26.60     0.230271       
144000    26.90     0.223981       
145000    25.80     0.219223       
146000    25.10     0.221123       
147000    26.00     0.217947       
148000    25.10     0.223213       
149000    25.70     0.224816       
150000    24.40     0.221064       
151000    24.40     0.220134       
152000    24.60     0.21902        
153000    25.40     0.220535       
154000    25.10     0.220926       
155000    24.60     0.217625       
156000    24.60     0.216024       
157000    24.80     0.216256       
158000    25.10     0.21214        
159000    24.10     0.21101        
160000    24.10     0.212511       
161000    23.50     0.209792       
162000    23.00     0.208267       
163000    23.40     0.208902       
164000    24.30     0.20928        
165000    23.80     0.211126       
166000    24.80     0.209155       
167000    23.90     0.207337       
168000    22.90     0.204064       
169000    22.30     0.20411        
170000    24.20     0.204447       
171000    22.80     0.202632       
172000    23.00     0.205797       
173000    23.30     0.203578       
174000    23.10     0.197743       
175000    22.80     0.19883        
176000    23.00     0.201454       
177000    23.40     0.202563       
178000    23.20     0.201248       
179000    23.10     0.19684        
180000    22.80     0.202113       
181000    23.10     0.200674       
182000    23.30     0.200337       
183000    24.40     0.204873       
184000    23.60     0.200627       
185000    23.90     0.200319       
186000    25.30     0.205919       
187000    23.90     0.203908       
188000    24.10     0.201743       
189000    24.20     0.203415       
190000    24.70     0.201424       
191000    24.00     0.19722        
192000    23.20     0.194706       
193000    23.60     0.19402        
194000    23.20     0.1956         
195000    23.00     0.193534       
196000    22.90     0.188958       
197000    22.90     0.192749       
198000    22.90     0.189467       
199000    22.60     0.19059        
200000    22.90     0.189917       
201000    22.30     0.190804       
202000    23.20     0.193967       
203000    22.50     0.192616       
204000    23.00     0.189806       
205000    22.20     0.19282        
206000    21.90     0.190019       
207000    21.50     0.192581       
208000    23.10     0.19318        
209000    21.90     0.19031        
210000    21.60     0.190562       
211000    23.00     0.192098       
212000    22.70     0.188858       
213000    22.30     0.187875       
214000    22.40     0.186287       
215000    21.80     0.184816       
216000    22.30     0.190545       
217000    21.30     0.18908        
218000    22.20     0.186886       
219000    21.00     0.186063       
220000    21.30     0.186932       
221000    20.80     0.187444       
222000    21.00     0.188661       
223000    22.40     0.189995       
224000    21.40     0.185232       
225000    21.70     0.19012        
226000    22.40     0.184606       
227000    22.60     0.18664        
228000    22.30     0.185598       
229000    22.10     0.184488       
230000    21.90     0.184998       
231000    21.10     0.184576       
232000    21.70     0.184964       
233000    22.60     0.185652       
234000    21.50     0.179308       
235000    21.80     0.179958       
236000    21.50     0.18191        
237000    22.00     0.184062       
238000    21.70     0.181234       
239000    21.70     0.179669       
240000    21.60     0.180942       
241000    21.10     0.179827       
242000    20.80     0.175578       
243000    21.00     0.17614        
244000    21.70     0.17563        
245000    21.90     0.175096       
246000    21.60     0.178312       
247000    21.60     0.177051       
248000    21.30     0.176429       
249000    21.10     0.175746       
250000    21.30     0.176348       
