steps     error     softmax loss   ponder loss      min / avg / std / max ponder  
-----------------------------------------------------------------------------------
1000      49.30     0.692391       0.00785479       1.00 / 1.22 / 0.41 / 2.00     
2000      49.70     0.693505       0.00859682       1.00 / 1.14 / 0.35 / 2.00     
3000      46.70     0.691932       0.00840014       1.00 / 1.16 / 0.37 / 2.00     
4000      47.50     0.692154       0.00901233       1.00 / 1.10 / 0.30 / 2.00     
5000      45.90     0.691026       0.00874447       1.00 / 1.16 / 0.44 / 3.00     
6000      49.60     0.691983       0.00835227       1.00 / 1.19 / 0.44 / 3.00     
7000      48.20     0.691872       0.00862622       1.00 / 1.14 / 0.36 / 4.00     
8000      47.00     0.691763       0.00891654       1.00 / 1.14 / 0.42 / 4.00     
9000      49.40     0.692526       0.00947611       1.00 / 1.05 / 0.22 / 2.00     
10000     48.30     0.692119       0.00822633       1.00 / 1.18 / 0.38 / 2.00     
11000     45.60     0.69087        0.00983196       1.00 / 1.02 / 0.13 / 2.00     
12000     48.00     0.691926       0.00964401       1.00 / 1.04 / 0.19 / 3.00     
13000     45.40     0.690334       0.00967459       1.00 / 1.04 / 0.25 / 3.00     
14000     44.70     0.690027       0.00985168       1.00 / 1.02 / 0.15 / 3.00     
15000     48.00     0.691943       0.00967882       1.00 / 1.05 / 0.30 / 4.00     
16000     44.80     0.689833       0.0095272        1.00 / 1.07 / 0.33 / 4.00     
17000     44.90     0.690515       0.0097737        1.00 / 1.02 / 0.17 / 3.00     
18000     46.30     0.690724       0.00973417       1.00 / 1.03 / 0.18 / 3.00     
19000     45.90     0.690111       0.0090441        1.00 / 1.20 / 0.64 / 4.00     
20000     45.60     0.690855       0.00998028       1.00 / 1.00 / 0.04 / 2.00     
21000     47.90     0.691352       0.00847528       1.00 / 1.18 / 0.46 / 4.00     
22000     46.00     0.691061       0.00910854       1.00 / 1.33 / 1.08 / 6.00     
23000     46.70     0.689669       0.00966511       1.00 / 1.09 / 0.56 / 6.00     
24000     45.90     0.690887       0.00970403       1.00 / 1.10 / 0.61 / 6.00     
25000     47.70     0.690738       0.00953688       1.00 / 1.12 / 0.59 / 5.00     
26000     49.30     0.692898       0.00850855       1.00 / 1.25 / 0.61 / 4.00     
27000     44.90     0.690039       0.00936413       1.00 / 1.08 / 0.33 / 4.00     
28000     44.90     0.688626       0.00840861       1.00 / 1.26 / 0.62 / 4.00     
29000     47.00     0.69025        0.00890045       1.00 / 1.12 / 0.35 / 4.00     
30000     46.70     0.689258       0.00865211       1.00 / 1.16 / 0.40 / 3.00     
31000     45.40     0.688268       0.00895117       1.00 / 1.11 / 0.31 / 3.00     
32000     46.00     0.689613       0.00906038       1.00 / 1.10 / 0.30 / 3.00     
33000     46.70     0.689396       0.00813593       1.00 / 1.20 / 0.41 / 3.00     
34000     46.40     0.68942        0.00820198       1.00 / 1.21 / 0.46 / 3.00     
35000     46.70     0.688503       0.00810136       1.00 / 1.20 / 0.41 / 3.00     
36000     46.80     0.690224       0.00911498       1.00 / 1.09 / 0.29 / 2.00     
37000     47.10     0.690574       0.00743181       1.00 / 1.27 / 0.45 / 3.00     
38000     46.20     0.690842       0.00838277       1.00 / 1.17 / 0.37 / 2.00     
39000     46.90     0.691788       0.00889148       1.00 / 1.11 / 0.32 / 2.00     
40000     46.40     0.68934        0.0080679        1.00 / 1.20 / 0.41 / 3.00     
41000     48.30     0.691394       0.00792972       1.00 / 1.21 / 0.41 / 2.00     
42000     46.80     0.689726       0.00827189       1.00 / 1.18 / 0.38 / 2.00     
43000     47.50     0.690842       0.00795684       1.00 / 1.21 / 0.41 / 2.00     
44000     47.40     0.690214       0.00838581       1.00 / 1.17 / 0.37 / 2.00     
45000     46.40     0.689249       0.00823718       1.00 / 1.18 / 0.38 / 2.00     
46000     48.10     0.690717       0.00756873       1.00 / 1.25 / 0.43 / 2.00     
47000     49.00     0.690106       0.00618167       1.00 / 1.40 / 0.49 / 2.00     
48000     46.90     0.689136       0.0078317        1.00 / 1.22 / 0.42 / 2.00     
49000     47.30     0.689832       0.00824992       1.00 / 1.18 / 0.38 / 2.00     
50000     46.20     0.689273       0.00772224       1.00 / 1.23 / 0.42 / 2.00     
51000     46.60     0.68788        0.00811993       1.00 / 1.19 / 0.39 / 2.00     
52000     46.10     0.688183       0.00836035       1.00 / 1.17 / 0.37 / 2.00     
53000     46.20     0.688712       0.00770342       1.00 / 1.24 / 0.42 / 2.00     
54000     46.50     0.689428       0.00780206       1.00 / 1.23 / 0.42 / 2.00     
55000     47.00     0.68696        0.00733583       1.00 / 1.27 / 0.45 / 2.00     
56000     47.50     0.6889         0.00759744       1.00 / 1.25 / 0.43 / 2.00     
57000     45.40     0.687213       0.00772841       1.00 / 1.23 / 0.42 / 2.00     
58000     44.40     0.686549       0.00725147       1.00 / 1.28 / 0.45 / 2.00     
59000     46.10     0.688946       0.00689497       1.00 / 1.32 / 0.47 / 2.00     
60000     46.00     0.688568       0.00759849       1.00 / 1.25 / 0.43 / 2.00     
61000     46.00     0.686216       0.00657425       1.00 / 1.35 / 0.48 / 2.00     
62000     45.10     0.685638       0.00679449       1.00 / 1.33 / 0.47 / 2.00     
63000     46.30     0.687473       0.00562356       1.00 / 1.46 / 0.50 / 2.00     
64000     46.70     0.686764       0.00619831       1.00 / 1.39 / 0.49 / 2.00     
65000     46.30     0.687267       0.00643576       1.00 / 1.37 / 0.48 / 2.00     
66000     45.40     0.686299       0.00633037       1.00 / 1.38 / 0.49 / 2.00     
67000     48.00     0.689963       0.00644854       1.00 / 1.37 / 0.48 / 2.00     
68000     46.40     0.686602       0.00590213       1.00 / 1.43 / 0.49 / 2.00     
69000     46.50     0.686032       0.00598472       1.00 / 1.42 / 0.49 / 2.00     
70000     46.20     0.685489       0.00623188       1.00 / 1.39 / 0.49 / 2.00     
71000     45.90     0.686604       0.00585103       1.00 / 1.44 / 0.50 / 2.00     
72000     44.80     0.685746       0.00619261       1.00 / 1.40 / 0.49 / 2.00     
73000     48.20     0.689104       0.00584953       1.00 / 1.44 / 0.50 / 2.00     
74000     47.00     0.687673       0.00586068       1.00 / 1.44 / 0.50 / 2.00     
75000     46.00     0.686746       0.00604919       1.00 / 1.42 / 0.49 / 2.00     
76000     45.90     0.687375       0.00610126       1.00 / 1.42 / 0.49 / 2.00     
77000     46.40     0.687418       0.00593615       1.00 / 1.44 / 0.50 / 2.00     
78000     47.60     0.689016       0.00585241       1.00 / 1.45 / 0.50 / 2.00     
79000     47.60     0.687971       0.00578128       1.00 / 1.46 / 0.50 / 2.00     
80000     47.40     0.68738        0.00588669       1.00 / 1.44 / 0.50 / 2.00     
81000     48.40     0.690254       0.00606492       1.00 / 1.42 / 0.49 / 2.00     
82000     47.40     0.688285       0.00610755       1.00 / 1.42 / 0.49 / 2.00     
83000     45.20     0.688073       0.00608817       1.00 / 1.42 / 0.49 / 2.00     
84000     47.70     0.687958       0.00614948       1.00 / 1.42 / 0.49 / 2.00     
85000     46.70     0.686897       0.00608683       1.00 / 1.42 / 0.49 / 2.00     
86000     47.50     0.688245       0.00588123       1.00 / 1.44 / 0.50 / 2.00     
87000     46.80     0.68676        0.0058243        1.00 / 1.45 / 0.50 / 2.00     
88000     46.10     0.687263       0.00606165       1.00 / 1.42 / 0.49 / 2.00     
89000     48.50     0.689993       0.00580175       1.00 / 1.46 / 0.50 / 2.00     
90000     46.40     0.68811        0.00586456       1.00 / 1.45 / 0.50 / 2.00     
