steps     error     softmax loss   
--------------------------------
1000      46.80     0.691555       
2000      48.30     0.691674       
3000      47.90     0.692101       
4000      50.80     0.695198       
5000      47.70     0.691798       
6000      48.90     0.69065        
7000      45.50     0.692511       
8000      45.40     0.691378       
9000      49.80     0.692028       
10000     46.20     0.691815       
11000     46.80     0.690343       
12000     45.00     0.692085       
13000     45.10     0.690671       
14000     45.60     0.69116        
15000     46.50     0.690965       
16000     45.70     0.691844       
17000     47.10     0.693466       
18000     46.00     0.690872       
19000     48.00     0.693272       
20000     48.30     0.693391       
21000     47.10     0.691316       
22000     46.50     0.691058       
23000     46.90     0.690838       
24000     47.70     0.692577       
25000     48.80     0.691999       
26000     45.90     0.690834       
27000     48.00     0.691516       
28000     47.50     0.693021       
29000     46.50     0.693017       
30000     47.10     0.692627       
31000     46.40     0.690884       
32000     47.80     0.689785       
33000     45.20     0.689371       
34000     46.50     0.689973       
35000     45.60     0.689226       
36000     44.40     0.688399       
37000     45.30     0.689079       
38000     45.10     0.688213       
39000     45.80     0.687666       
40000     45.30     0.689118       
41000     45.80     0.686682       
42000     45.10     0.686359       
43000     46.90     0.689476       
44000     47.90     0.689271       
45000     45.60     0.687191       
46000     45.80     0.687647       
47000     46.20     0.686618       
48000     47.20     0.687618       
49000     46.00     0.68764        
50000     47.30     0.688858       
51000     46.30     0.688093       
52000     44.70     0.68598        
53000     45.60     0.686878       
54000     46.00     0.687043       
55000     45.60     0.685644       
56000     45.60     0.686089       
57000     47.10     0.687469       
58000     45.70     0.685044       
59000     46.40     0.68633        
60000     44.40     0.685086       
61000     46.40     0.686783       
62000     45.30     0.686584       
63000     46.40     0.686787       
64000     45.30     0.685502       
65000     44.80     0.684584       
66000     45.30     0.685547       
67000     46.00     0.685215       
68000     45.80     0.684648       
69000     45.30     0.683406       
70000     46.20     0.686945       
71000     47.90     0.688256       
72000     47.00     0.686956       
73000     46.20     0.684345       
74000     44.40     0.685125       
75000     45.40     0.685149       
76000     45.00     0.683544       
77000     44.80     0.685996       
78000     44.40     0.683253       
79000     45.00     0.685807       
80000     46.30     0.685251       
81000     46.70     0.686514       
82000     45.70     0.686639       
83000     44.60     0.685221       
84000     47.70     0.685313       
85000     46.10     0.68522        
86000     45.80     0.686615       
87000     44.20     0.682959       
88000     45.90     0.684668       
89000     44.80     0.683738       
90000     46.30     0.685152       
91000     45.40     0.683028       
92000     46.60     0.685226       
93000     44.40     0.685221       
94000     45.00     0.684532       
95000     47.80     0.687127       
96000     46.50     0.685309       
97000     46.00     0.684827       
98000     43.90     0.683264       
99000     45.00     0.684416       
100000    46.20     0.686025       
101000    44.70     0.683158       
102000    45.40     0.683061       
103000    43.70     0.684658       
104000    45.80     0.684093       
105000    46.60     0.685278       
106000    44.50     0.682154       
107000    44.70     0.682288       
108000    43.60     0.682649       
109000    43.60     0.682312       
110000    46.00     0.684714       
111000    44.50     0.682587       
112000    46.50     0.683881       
113000    45.50     0.683883       
114000    45.10     0.683206       
115000    44.40     0.68312        
116000    43.70     0.682214       
117000    44.90     0.68366        
118000    44.80     0.68452        
119000    45.40     0.684138       
120000    45.80     0.684116       
121000    45.10     0.683493       
122000    46.30     0.685121       
123000    46.00     0.684465       
124000    45.10     0.682563       
125000    45.50     0.680975       
126000    46.10     0.684962       
127000    44.30     0.682561       
128000    44.80     0.683167       
129000    44.50     0.681351       
130000    45.20     0.682594       
131000    45.70     0.682857       
132000    45.20     0.684469       
133000    45.00     0.684416       
134000    45.30     0.683084       
135000    44.60     0.683829       
136000    46.30     0.683593       
137000    44.20     0.682092       
138000    44.70     0.682275       
139000    43.80     0.681862       
140000    45.80     0.682907       
141000    45.50     0.685527       
142000    48.30     0.685751       
143000    44.70     0.683286       
144000    45.80     0.682092       
145000    45.10     0.682729       
146000    47.00     0.685098       
147000    46.60     0.68325        
148000    45.40     0.683184       
149000    45.10     0.681318       
150000    46.10     0.683875       
151000    46.40     0.684282       
152000    45.70     0.682996       
153000    45.30     0.682023       
154000    45.40     0.682847       
155000    46.80     0.684753       
156000    45.60     0.682077       
157000    46.20     0.682648       
158000    46.60     0.681607       
159000    45.50     0.682928       
160000    45.20     0.681447       
161000    45.60     0.680724       
162000    47.30     0.683469       
163000    45.40     0.683253       
164000    45.40     0.68166        
165000    45.80     0.683537       
166000    45.50     0.681597       
167000    46.70     0.682079       
168000    45.60     0.683268       
169000    45.90     0.682144       
170000    45.60     0.680619       
171000    46.50     0.682378       
172000    46.20     0.681733       
173000    45.80     0.683126       
174000    44.80     0.683236       
175000    44.00     0.681839       
176000    46.60     0.684506       
177000    46.80     0.682581       
178000    45.70     0.683903       
179000    45.10     0.680598       
180000    45.30     0.682148       
181000    45.10     0.681112       
182000    47.10     0.682707       
183000    45.60     0.681946       
184000    45.90     0.682039       
185000    46.00     0.682687       
186000    44.70     0.678587       
187000    44.20     0.681403       
188000    45.30     0.681896       
189000    45.10     0.682185       
190000    44.90     0.680231       
191000    44.90     0.68205        
192000    46.10     0.683715       
193000    45.10     0.681903       
194000    44.50     0.680279       
195000    45.20     0.680857       
196000    44.20     0.681037       
197000    46.40     0.681974       
198000    46.30     0.681227       
199000    44.60     0.679585       
200000    45.10     0.682183       
201000    45.80     0.680849       
202000    46.50     0.682657       
203000    45.90     0.680404       
204000    44.30     0.679649       
205000    45.20     0.680965       
206000    45.50     0.681504       
207000    44.40     0.679164       
208000    46.40     0.681426       
209000    46.20     0.682033       
210000    45.70     0.681898       
211000    44.80     0.680405       
212000    47.10     0.681931       
213000    44.40     0.679769       
214000    45.60     0.682046       
215000    43.40     0.679674       
216000    46.30     0.681334       
217000    44.40     0.679948       
218000    46.30     0.680582       
219000    45.70     0.681637       
220000    44.90     0.681688       
221000    45.90     0.680975       
222000    46.10     0.681585       
223000    45.60     0.681075       
224000    45.80     0.680851       
225000    45.90     0.680811       
226000    46.00     0.682844       
227000    45.30     0.681271       
228000    45.40     0.683803       
229000    44.90     0.680732       
230000    46.50     0.681763       
231000    44.80     0.679682       
232000    45.50     0.679516       
233000    45.50     0.680774       
234000    44.80     0.679838       
235000    45.40     0.680057       
236000    45.80     0.680033       
237000    44.90     0.680187       
238000    45.50     0.682132       
239000    45.00     0.681674       
240000    44.70     0.681147       
241000    44.80     0.680832       
242000    45.40     0.680906       
243000    45.40     0.678558       
244000    46.20     0.678643       
245000    44.90     0.680111       
246000    45.60     0.682294       
247000    46.80     0.680995       
248000    45.20     0.682103       
249000    46.10     0.681402       
250000    44.60     0.679125       
